t,m
0,0.9944
1000,0.994
2000,0.9944
3000,0.9942
4000,0.9948
5000,0.9948
6000,0.9948
7000,0.9952
8000,0.9946
9000,0.9936
10000,0.9934
11000,0.9932
12000,0.9936
13000,0.9936
14000,0.9932
15000,0.9934
16000,0.9934
17000,0.9934
18000,0.993
19000,0.9934
20000,0.9938
21000,0.993
22000,0.9932
23000,0.9936
24000,0.9926
25000,0.9922
26000,0.9928
27000,0.9926
28000,0.9926
29000,0.9926
30000,0.993
31000,0.9926
32000,0.9926
33000,0.9924
34000,0.9924
35000,0.9928
36000,0.993
37000,0.9936
38000,0.9938
39000,0.9936
40000,0.9936
41000,0.9938
42000,0.9938
43000,0.9938
44000,0.995
45000,0.995
46000,0.9942
47000,0.9942
48000,0.9938
49000,0.9936
50000,0.9938
51000,0.9936
52000,0.9936
53000,0.9946
54000,0.994
55000,0.9932
56000,0.9932
57000,0.9936
58000,0.9934
59000,0.9928
60000,0.9926
61000,0.9932
62000,0.9928
63000,0.993
64000,0.9934
65000,0.993
66000,0.9924
67000,0.9922
68000,0.9918
69000,0.9922
70000,0.9928
71000,0.9928
72000,0.9936
73000,0.994
74000,0.9938
75000,0.9938
76000,0.9948
77000,0.9944
78000,0.9944
79000,0.9934
80000,0.9942
81000,0.9936
82000,0.9936
83000,0.9944
84000,0.995
85000,0.9952
86000,0.995
87000,0.9956
88000,0.995
89000,0.9952
90000,0.9948
91000,0.9956
92000,0.9948
93000,0.9944
94000,0.994
95000,0.9934
96000,0.9926
97000,0.9922
98000,0.9924
99000,0.9916
