t,m
0,-0.9574
1000,-0.9562
2000,-0.958
3000,-0.9572
4000,-0.9552
5000,-0.9558
6000,-0.954
7000,-0.955
8000,-0.9532
9000,-0.9526
10000,-0.9516
11000,-0.9524
12000,-0.9524
13000,-0.9536
14000,-0.9516
15000,-0.9526
16000,-0.9526
17000,-0.9498
18000,-0.9486
19000,-0.9494
20000,-0.9478
21000,-0.948
22000,-0.9466
23000,-0.9464
24000,-0.942
25000,-0.9444
26000,-0.9448
27000,-0.9452
28000,-0.9454
29000,-0.9472
30000,-0.948
31000,-0.9466
32000,-0.9464
33000,-0.944
34000,-0.9416
35000,-0.9412
36000,-0.9418
37000,-0.9418
38000,-0.9406
39000,-0.9392
40000,-0.9416
41000,-0.9436
42000,-0.9432
43000,-0.9424
44000,-0.9424
45000,-0.941
46000,-0.9408
47000,-0.9378
48000,-0.9392
49000,-0.9354
50000,-0.9368
51000,-0.9358
52000,-0.9368
53000,-0.9356
54000,-0.9342
55000,-0.936
56000,-0.9352
57000,-0.9354
58000,-0.9352
59000,-0.9326
60000,-0.9346
61000,-0.934
62000,-0.9332
63000,-0.9356
64000,-0.9356
65000,-0.9332
66000,-0.9354
67000,-0.9346
68000,-0.9366
69000,-0.9376
70000,-0.9366
71000,-0.9366
72000,-0.9376
73000,-0.9346
74000,-0.9306
75000,-0.9316
76000,-0.934
77000,-0.9342
78000,-0.9326
79000,-0.9324
80000,-0.9306
81000,-0.9304
82000,-0.9278
83000,-0.9252
84000,-0.9212
85000,-0.922
86000,-0.9242
87000,-0.9236
88000,-0.9238
89000,-0.9248
90000,-0.9238
91000,-0.9264
92000,-0.9238
93000,-0.9282
94000,-0.9294
95000,-0.9284
96000,-0.9288
97000,-0.9286
98000,-0.9286
99000,-0.9274
