t,m
0,-0.1258
1000,-0.1172
2000,-0.1126
3000,-0.1044
4000,-0.0982
5000,-0.09
6000,-0.0836
7000,-0.073
8000,-0.0654
9000,-0.0594
10000,-0.0496
11000,-0.0392
12000,-0.0314
13000,-0.0186
14000,-0.012
15000,-0.0084
16000,0
17000,0.0096
18000,0.017
19000,0.0232
20000,0.0286
21000,0.0372
22000,0.0454
23000,0.052
24000,0.0606
25000,0.0686
26000,0.0804
27000,0.0954
28000,0.1004
29000,0.1114
30000,0.1244
31000,0.1336
32000,0.1432
33000,0.1522
34000,0.1626
35000,0.1656
36000,0.1716
37000,0.1806
38000,0.1864
39000,0.1954
40000,0.2066
41000,0.2084
42000,0.214
43000,0.2186
44000,0.228
45000,0.2388
46000,0.2486
47000,0.261
48000,0.2724
49000,0.2808
50000,0.2878
51000,0.2946
52000,0.3062
53000,0.3116
54000,0.3206
55000,0.3282
56000,0.3354
57000,0.346
58000,0.3548
59000,0.3632
60000,0.3728
61000,0.3778
62000,0.3884
63000,0.3976
64000,0.405
65000,0.4102
66000,0.421
67000,0.4238
68000,0.4318
69000,0.4412
70000,0.4494
71000,0.4556
72000,0.4658
73000,0.474
74000,0.4822
75000,0.4878
76000,0.4964
77000,0.5048
78000,0.508
79000,0.5162
80000,0.5266
81000,0.5352
82000,0.5446
83000,0.5508
84000,0.5606
85000,0.5686
86000,0.578
87000,0.5884
88000,0.5922
89000,0.6002
90000,0.6062
91000,0.6156
92000,0.6236
93000,0.6288
94000,0.6366
95000,0.6476
96000,0.657
97000,0.6658
98000,0.673
99000,0.6806
