t,m
0,-0.9862
1000,-0.9858
2000,-0.9866
3000,-0.9862
4000,-0.9858
5000,-0.9856
6000,-0.986
7000,-0.9854
8000,-0.9858
9000,-0.985
10000,-0.9854
11000,-0.9852
12000,-0.9848
13000,-0.9846
14000,-0.9832
15000,-0.9828
16000,-0.9832
17000,-0.9828
18000,-0.9834
19000,-0.9828
20000,-0.9826
21000,-0.9816
22000,-0.982
23000,-0.983
24000,-0.9842
25000,-0.984
26000,-0.9838
27000,-0.9832
28000,-0.9828
29000,-0.984
30000,-0.9832
31000,-0.9832
32000,-0.9824
33000,-0.9824
34000,-0.9824
35000,-0.9828
36000,-0.9812
37000,-0.982
38000,-0.9814
39000,-0.9818
40000,-0.983
41000,-0.9822
42000,-0.9828
43000,-0.9834
44000,-0.9824
45000,-0.9832
46000,-0.9844
47000,-0.9858
48000,-0.9866
49000,-0.9868
50000,-0.9872
51000,-0.9872
52000,-0.9872
53000,-0.9868
54000,-0.9868
55000,-0.987
56000,-0.9868
57000,-0.986
58000,-0.9856
59000,-0.985
60000,-0.9848
61000,-0.9842
62000,-0.9846
63000,-0.984
64000,-0.9848
65000,-0.9844
66000,-0.9848
67000,-0.9854
68000,-0.9848
69000,-0.9834
70000,-0.9828
71000,-0.982
72000,-0.981
73000,-0.9808
74000,-0.982
75000,-0.9818
76000,-0.9802
77000,-0.9814
78000,-0.9818
79000,-0.983
80000,-0.9826
81000,-0.9828
82000,-0.9832
83000,-0.9834
84000,-0.9834
85000,-0.9828
86000,-0.9826
87000,-0.983
88000,-0.9818
89000,-0.981
90000,-0.9814
91000,-0.9806
92000,-0.9814
93000,-0.9812
94000,-0.9812
95000,-0.9798
96000,-0.98
97000,-0.9804
98000,-0.9804
99000,-0.98
