t,m
0,-0.9922
1000,-0.9918
2000,-0.9916
3000,-0.993
4000,-0.9924
5000,-0.9926
6000,-0.9926
7000,-0.9924
8000,-0.9924
9000,-0.992
10000,-0.9926
11000,-0.9924
12000,-0.9922
13000,-0.992
14000,-0.9924
15000,-0.9922
16000,-0.9912
17000,-0.9912
18000,-0.991
19000,-0.9908
20000,-0.9914
21000,-0.9916
22000,-0.9914
23000,-0.9912
24000,-0.991
25000,-0.991
26000,-0.9894
27000,-0.9896
28000,-0.989
29000,-0.988
30000,-0.9884
31000,-0.9896
32000,-0.9902
33000,-0.99
34000,-0.989
35000,-0.9884
36000,-0.9886
37000,-0.9892
38000,-0.99
39000,-0.99
40000,-0.99
41000,-0.9902
42000,-0.9896
43000,-0.99
44000,-0.9914
45000,-0.9912
46000,-0.9918
47000,-0.992
48000,-0.992
49000,-0.992
50000,-0.9924
51000,-0.9926
52000,-0.9936
53000,-0.9938
54000,-0.9938
55000,-0.9948
56000,-0.9946
57000,-0.9948
58000,-0.9948
59000,-0.9944
60000,-0.994
61000,-0.9938
62000,-0.9932
63000,-0.9936
64000,-0.9946
65000,-0.9946
66000,-0.9936
67000,-0.9932
68000,-0.9942
69000,-0.9948
70000,-0.9942
71000,-0.9942
72000,-0.994
73000,-0.9938
74000,-0.9938
75000,-0.994
76000,-0.994
77000,-0.9932
78000,-0.993
79000,-0.9926
80000,-0.9926
81000,-0.993
82000,-0.9934
83000,-0.9934
84000,-0.9928
85000,-0.993
86000,-0.993
87000,-0.9924
88000,-0.9924
89000,-0.9936
90000,-0.9938
91000,-0.9938
92000,-0.994
93000,-0.9936
94000,-0.9938
95000,-0.9934
96000,-0.9936
97000,-0.9936
98000,-0.9932
99000,-0.9928
