t,m
0,0.9928
1000,0.9928
2000,0.992
3000,0.9916
4000,0.9916
5000,0.9908
6000,0.9908
7000,0.9906
8000,0.9918
9000,0.9918
10000,0.992
11000,0.9912
12000,0.9918
13000,0.9918
14000,0.9924
15000,0.992
16000,0.9918
17000,0.992
18000,0.9924
19000,0.9926
20000,0.9924
21000,0.9924
22000,0.993
23000,0.9928
24000,0.9926
25000,0.9916
26000,0.9906
27000,0.99
28000,0.9914
29000,0.9916
30000,0.9922
31000,0.9912
32000,0.9908
33000,0.991
34000,0.9912
35000,0.992
36000,0.9922
37000,0.9914
38000,0.9918
39000,0.9912
40000,0.9914
41000,0.9918
42000,0.9916
43000,0.9914
44000,0.9904
45000,0.991
46000,0.9902
47000,0.991
48000,0.9914
49000,0.992
50000,0.9918
51000,0.9916
52000,0.9926
53000,0.9922
54000,0.9918
55000,0.9914
56000,0.9912
57000,0.991
58000,0.9914
59000,0.9912
60000,0.992
61000,0.9918
62000,0.992
63000,0.9914
64000,0.9922
65000,0.993
66000,0.9922
67000,0.9922
68000,0.9918
69000,0.9912
70000,0.9912
71000,0.9922
72000,0.9918
73000,0.9922
74000,0.9924
75000,0.9928
76000,0.9928
77000,0.9932
78000,0.9934
79000,0.9934
80000,0.9938
81000,0.9938
82000,0.9938
83000,0.9938
84000,0.9938
85000,0.9938
86000,0.9924
87000,0.9922
88000,0.992
89000,0.9926
90000,0.9924
91000,0.9924
92000,0.9934
93000,0.9934
94000,0.9936
95000,0.9934
96000,0.9928
97000,0.991
98000,0.9914
99000,0.9916
