t,m
0,-0.9802
1000,-0.9778
2000,-0.9766
3000,-0.9768
4000,-0.9762
5000,-0.974
6000,-0.9726
7000,-0.9724
8000,-0.9708
9000,-0.9698
10000,-0.971
11000,-0.9712
12000,-0.9708
13000,-0.9726
14000,-0.9716
15000,-0.9678
16000,-0.9656
17000,-0.965
18000,-0.9642
19000,-0.9642
20000,-0.9628
21000,-0.9632
22000,-0.9638
23000,-0.9622
24000,-0.9628
25000,-0.9642
26000,-0.9636
27000,-0.9628
28000,-0.9628
29000,-0.9636
30000,-0.964
31000,-0.9636
32000,-0.9628
33000,-0.9622
34000,-0.9622
35000,-0.9626
36000,-0.9616
37000,-0.962
38000,-0.9604
39000,-0.9606
40000,-0.9608
41000,-0.962
42000,-0.9614
43000,-0.9606
44000,-0.962
45000,-0.9626
46000,-0.9592
47000,-0.9574
48000,-0.9584
49000,-0.9594
50000,-0.9578
51000,-0.9562
52000,-0.9572
53000,-0.9558
54000,-0.9558
55000,-0.9548
56000,-0.9546
57000,-0.9544
58000,-0.9528
59000,-0.952
60000,-0.95
61000,-0.9512
62000,-0.95
63000,-0.9518
64000,-0.9536
65000,-0.9524
66000,-0.9516
67000,-0.9514
68000,-0.9532
69000,-0.9536
70000,-0.954
71000,-0.9536
72000,-0.9558
73000,-0.9546
74000,-0.9544
75000,-0.9532
76000,-0.952
77000,-0.9528
78000,-0.953
79000,-0.9528
80000,-0.9512
81000,-0.9492
82000,-0.9506
83000,-0.9524
84000,-0.9524
85000,-0.9524
86000,-0.9524
87000,-0.9518
88000,-0.953
89000,-0.953
90000,-0.9534
91000,-0.9558
92000,-0.9566
93000,-0.9594
94000,-0.9586
95000,-0.9602
96000,-0.9622
97000,-0.9606
98000,-0.959
99000,-0.9594
