t,m
0,-0.7184
1000,-0.7254
2000,-0.732
3000,-0.7356
4000,-0.7436
5000,-0.7498
6000,-0.7538
7000,-0.7616
8000,-0.769
9000,-0.7752
10000,-0.7788
11000,-0.7816
12000,-0.7906
13000,-0.7986
14000,-0.804
15000,-0.8066
16000,-0.811
17000,-0.8184
18000,-0.8234
19000,-0.828
20000,-0.8332
21000,-0.838
22000,-0.8442
23000,-0.8492
24000,-0.8516
25000,-0.8592
26000,-0.8628
27000,-0.8666
28000,-0.8718
29000,-0.8764
30000,-0.8822
31000,-0.8848
32000,-0.8916
33000,-0.895
34000,-0.899
35000,-0.9046
36000,-0.9084
37000,-0.9128
38000,-0.9156
39000,-0.9206
40000,-0.9236
41000,-0.9268
42000,-0.9298
43000,-0.9334
44000,-0.933
45000,-0.9364
46000,-0.9402
47000,-0.9406
48000,-0.9436
49000,-0.945
50000,-0.9482
51000,-0.9492
52000,-0.9514
53000,-0.9536
54000,-0.9548
55000,-0.9548
56000,-0.957
57000,-0.9578
58000,-0.9616
59000,-0.9634
60000,-0.9652
61000,-0.9668
62000,-0.9678
63000,-0.9668
64000,-0.968
65000,-0.9684
66000,-0.9684
67000,-0.9682
68000,-0.9688
69000,-0.9692
70000,-0.9704
71000,-0.9708
72000,-0.9722
73000,-0.9734
74000,-0.9738
75000,-0.9756
76000,-0.9766
77000,-0.9772
78000,-0.979
79000,-0.9796
80000,-0.9806
81000,-0.9796
82000,-0.9786
83000,-0.9796
84000,-0.9794
85000,-0.9802
86000,-0.9798
87000,-0.9792
88000,-0.9798
89000,-0.9822
90000,-0.9822
91000,-0.9818
92000,-0.983
93000,-0.9822
94000,-0.983
95000,-0.9836
96000,-0.9824
97000,-0.9824
98000,-0.9836
99000,-0.9832
