t,m
0,0.1716
1000,0.1622
2000,0.1568
3000,0.1486
4000,0.1408
5000,0.1306
6000,0.1222
7000,0.116
8000,0.1082
9000,0.1004
10000,0.0972
11000,0.0906
12000,0.079
13000,0.0702
14000,0.065
15000,0.0542
16000,0.048
17000,0.0412
18000,0.0304
19000,0.0216
20000,0.0126
21000,0.0034
22000,-0.0028
23000,-0.011
24000,-0.013
25000,-0.0228
26000,-0.0316
27000,-0.0412
28000,-0.0472
29000,-0.0564
30000,-0.0636
31000,-0.0718
32000,-0.082
33000,-0.0932
34000,-0.0964
35000,-0.106
36000,-0.1148
37000,-0.1248
38000,-0.1378
39000,-0.1482
40000,-0.1554
41000,-0.1638
42000,-0.1768
43000,-0.1848
44000,-0.1978
45000,-0.2076
46000,-0.2178
47000,-0.2246
48000,-0.2316
49000,-0.2386
50000,-0.2476
51000,-0.2606
52000,-0.2656
53000,-0.2714
54000,-0.2812
55000,-0.2902
56000,-0.3014
57000,-0.309
58000,-0.3152
59000,-0.3222
60000,-0.3268
61000,-0.3368
62000,-0.3486
63000,-0.3548
64000,-0.366
65000,-0.3708
66000,-0.3798
67000,-0.3884
68000,-0.3948
69000,-0.401
70000,-0.4074
71000,-0.4168
72000,-0.427
73000,-0.438
74000,-0.45
75000,-0.457
76000,-0.4644
77000,-0.4694
78000,-0.4726
79000,-0.4776
80000,-0.4848
81000,-0.499
82000,-0.5098
83000,-0.519
84000,-0.521
85000,-0.527
86000,-0.5312
87000,-0.5352
88000,-0.5382
89000,-0.545
90000,-0.5514
91000,-0.5624
92000,-0.569
93000,-0.5706
94000,-0.579
95000,-0.5828
96000,-0.5902
97000,-0.596
98000,-0.6048
99000,-0.611
