t,m
0,0.9932
1000,0.994
2000,0.9936
3000,0.993
4000,0.9936
5000,0.9938
6000,0.994
7000,0.9934
8000,0.9934
9000,0.9934
10000,0.9938
11000,0.9936
12000,0.9942
13000,0.9934
14000,0.9934
15000,0.994
16000,0.9932
17000,0.993
18000,0.993
19000,0.9926
20000,0.9928
21000,0.9916
22000,0.9918
23000,0.9914
24000,0.9914
25000,0.9918
26000,0.9912
27000,0.9918
28000,0.9918
29000,0.992
30000,0.9924
31000,0.9926
32000,0.9926
33000,0.9928
34000,0.993
35000,0.993
36000,0.9932
37000,0.9934
38000,0.9924
39000,0.9924
40000,0.9926
41000,0.993
42000,0.9932
43000,0.9934
44000,0.9928
45000,0.9926
46000,0.9932
47000,0.9936
48000,0.9944
49000,0.9942
50000,0.995
51000,0.9956
52000,0.9952
53000,0.9948
54000,0.9952
55000,0.9952
56000,0.9954
57000,0.9954
58000,0.9956
59000,0.9956
60000,0.9956
61000,0.9946
62000,0.9942
63000,0.9938
64000,0.9942
65000,0.9938
66000,0.9936
67000,0.9936
68000,0.9934
69000,0.9934
70000,0.9928
71000,0.9926
72000,0.9924
73000,0.9928
74000,0.9922
75000,0.9926
76000,0.9936
77000,0.9936
78000,0.994
79000,0.995
80000,0.9948
81000,0.9942
82000,0.9942
83000,0.9936
84000,0.9934
85000,0.9938
86000,0.9936
87000,0.993
88000,0.9932
89000,0.9932
90000,0.994
91000,0.993
92000,0.9934
93000,0.9934
94000,0.993
95000,0.9928
96000,0.992
97000,0.9922
98000,0.9924
99000,0.9922
