t,m
0,-0.9826
1000,-0.9818
2000,-0.9806
3000,-0.98
4000,-0.9798
5000,-0.9804
6000,-0.9818
7000,-0.9812
8000,-0.9804
9000,-0.9816
10000,-0.9796
11000,-0.9802
12000,-0.9794
13000,-0.9794
14000,-0.979
15000,-0.9784
16000,-0.9798
17000,-0.9802
18000,-0.9788
19000,-0.9794
20000,-0.9788
21000,-0.9796
22000,-0.9798
23000,-0.9792
24000,-0.9778
25000,-0.9784
26000,-0.9778
27000,-0.9774
28000,-0.9768
29000,-0.976
30000,-0.976
31000,-0.9756
32000,-0.9772
33000,-0.977
34000,-0.976
35000,-0.9768
36000,-0.9772
37000,-0.9772
38000,-0.9788
39000,-0.9794
40000,-0.9792
41000,-0.9796
42000,-0.9794
43000,-0.9796
44000,-0.9794
45000,-0.979
46000,-0.9778
47000,-0.977
48000,-0.9778
49000,-0.9768
50000,-0.978
51000,-0.9782
52000,-0.9772
53000,-0.9776
54000,-0.978
55000,-0.9794
56000,-0.9786
57000,-0.9798
58000,-0.981
59000,-0.9806
60000,-0.9812
61000,-0.9814
62000,-0.9806
63000,-0.9804
64000,-0.9814
65000,-0.9796
66000,-0.9788
67000,-0.9792
68000,-0.9792
69000,-0.981
70000,-0.9802
71000,-0.9818
72000,-0.9824
73000,-0.9828
74000,-0.9822
75000,-0.9832
76000,-0.9834
77000,-0.9838
78000,-0.984
79000,-0.9832
80000,-0.9818
81000,-0.9824
82000,-0.9814
83000,-0.9814
84000,-0.9814
85000,-0.9812
86000,-0.9814
87000,-0.9812
88000,-0.9806
89000,-0.9818
90000,-0.9814
91000,-0.9806
92000,-0.9812
93000,-0.98
94000,-0.9792
95000,-0.9792
96000,-0.9794
97000,-0.98
98000,-0.9818
99000,-0.981
