t,m
0,0.9914
1000,0.9922
2000,0.992
3000,0.9922
4000,0.9922
5000,0.9922
6000,0.9918
7000,0.9926
8000,0.9928
9000,0.9932
10000,0.9926
11000,0.9934
12000,0.993
13000,0.993
14000,0.9938
15000,0.994
16000,0.9942
17000,0.994
18000,0.9946
19000,0.9944
20000,0.9936
21000,0.9938
22000,0.994
23000,0.9942
24000,0.9936
25000,0.9942
26000,0.9946
27000,0.9954
28000,0.9952
29000,0.9952
30000,0.996
31000,0.9958
32000,0.9952
33000,0.9952
34000,0.995
35000,0.9946
36000,0.9942
37000,0.9938
38000,0.9942
39000,0.9938
40000,0.9938
41000,0.9942
42000,0.9942
43000,0.9944
44000,0.9944
45000,0.9948
46000,0.9954
47000,0.9954
48000,0.9954
49000,0.9952
50000,0.9952
51000,0.9948
52000,0.9948
53000,0.995
54000,0.9952
55000,0.995
56000,0.9952
57000,0.996
58000,0.9958
59000,0.9952
60000,0.9948
61000,0.9944
62000,0.9948
63000,0.9946
64000,0.9946
65000,0.9942
66000,0.994
67000,0.9938
68000,0.9932
69000,0.9928
70000,0.9924
71000,0.992
72000,0.9926
73000,0.9928
74000,0.9928
75000,0.9924
76000,0.9926
77000,0.9922
78000,0.9924
79000,0.9928
80000,0.993
81000,0.9932
82000,0.993
83000,0.9934
84000,0.9936
85000,0.9936
86000,0.9926
87000,0.9926
88000,0.9912
89000,0.9914
90000,0.9922
91000,0.9926
92000,0.9926
93000,0.9926
94000,0.9932
95000,0.9934
96000,0.9938
97000,0.9942
98000,0.9952
99000,0.9948
