t,m
0,0.5336
1000,0.536
2000,0.5386
3000,0.5448
4000,0.5494
5000,0.5508
6000,0.556
7000,0.5596
8000,0.5626
9000,0.5612
10000,0.5622
11000,0.5644
12000,0.5672
13000,0.571
14000,0.5734
15000,0.5778
16000,0.5814
17000,0.5848
18000,0.5872
19000,0.5876
20000,0.5912
21000,0.595
22000,0.5988
23000,0.602
24000,0.6038
25000,0.6074
26000,0.609
27000,0.6138
28000,0.6178
29000,0.6228
30000,0.6244
31000,0.6296
32000,0.6348
33000,0.636
34000,0.6374
35000,0.642
36000,0.65
37000,0.6492
38000,0.6546
39000,0.6562
40000,0.6588
41000,0.6612
42000,0.6632
43000,0.666
44000,0.6704
45000,0.6712
46000,0.673
47000,0.6736
48000,0.676
49000,0.6784
50000,0.6792
51000,0.6844
52000,0.6868
53000,0.6874
54000,0.6884
55000,0.6908
56000,0.6914
57000,0.6938
58000,0.696
59000,0.698
60000,0.7016
61000,0.7048
62000,0.7064
63000,0.7064
64000,0.708
65000,0.7092
66000,0.7126
67000,0.7136
68000,0.7158
69000,0.7182
70000,0.7218
71000,0.7248
72000,0.7282
73000,0.7284
74000,0.7294
75000,0.7308
76000,0.734
77000,0.7352
78000,0.734
79000,0.7344
80000,0.7368
81000,0.741
82000,0.7422
83000,0.744
84000,0.7446
85000,0.7446
86000,0.7478
87000,0.7514
88000,0.7504
89000,0.751
90000,0.7534
91000,0.7526
92000,0.7568
93000,0.7596
94000,0.7586
95000,0.7586
96000,0.7598
97000,0.7632
98000,0.765
99000,0.768
