t,m
0,0.989
1000,0.9894
2000,0.9902
3000,0.9898
4000,0.9906
5000,0.9904
6000,0.9908
7000,0.9898
8000,0.989
9000,0.9888
10000,0.9892
11000,0.9894
12000,0.9894
13000,0.9896
14000,0.9896
15000,0.9898
16000,0.9892
17000,0.9886
18000,0.9872
19000,0.9864
20000,0.9874
21000,0.9868
22000,0.9872
23000,0.987
24000,0.988
25000,0.987
26000,0.9874
27000,0.989
28000,0.989
29000,0.9882
30000,0.9886
31000,0.9888
32000,0.9882
33000,0.988
34000,0.9884
35000,0.9878
36000,0.9874
37000,0.9876
38000,0.9876
39000,0.987
40000,0.9876
41000,0.9874
42000,0.9884
43000,0.9884
44000,0.9888
45000,0.99
46000,0.9904
47000,0.9898
48000,0.9894
49000,0.9888
50000,0.9894
51000,0.9886
52000,0.9884
53000,0.9876
54000,0.9872
55000,0.9878
56000,0.9878
57000,0.9882
58000,0.9886
59000,0.9884
60000,0.9878
61000,0.9886
62000,0.9882
63000,0.988
64000,0.9888
65000,0.9898
66000,0.9892
67000,0.989
68000,0.9886
69000,0.9892
70000,0.9892
71000,0.989
72000,0.9886
73000,0.9884
74000,0.9882
75000,0.9872
76000,0.9872
77000,0.9876
78000,0.9872
79000,0.9868
80000,0.9874
81000,0.9876
82000,0.987
83000,0.988
84000,0.988
85000,0.9882
86000,0.9886
87000,0.9894
88000,0.9896
89000,0.9898
90000,0.9898
91000,0.9882
92000,0.9886
93000,0.989
94000,0.9888
95000,0.9898
96000,0.9912
97000,0.9912
98000,0.991
99000,0.9898
