t,m
0,0.9934
1000,0.9934
2000,0.994
3000,0.9942
4000,0.9938
5000,0.9936
6000,0.9938
7000,0.9936
8000,0.9934
9000,0.9934
10000,0.9924
11000,0.9926
12000,0.9928
13000,0.9918
14000,0.9922
15000,0.9916
16000,0.9916
17000,0.9918
18000,0.9918
19000,0.9912
20000,0.9906
21000,0.9904
22000,0.9912
23000,0.9916
24000,0.9916
25000,0.9916
26000,0.9922
27000,0.9914
28000,0.9906
29000,0.9912
30000,0.9898
31000,0.9906
32000,0.9902
33000,0.9918
34000,0.9916
35000,0.9922
36000,0.9932
37000,0.9934
38000,0.9936
39000,0.9932
40000,0.9926
41000,0.9928
42000,0.9928
43000,0.9918
44000,0.9912
45000,0.9912
46000,0.9908
47000,0.9906
48000,0.9906
49000,0.9918
50000,0.9918
51000,0.9926
52000,0.9924
53000,0.992
54000,0.992
55000,0.9918
56000,0.9912
57000,0.992
58000,0.9924
59000,0.9924
60000,0.9926
61000,0.9924
62000,0.9914
63000,0.9918
64000,0.9916
65000,0.9918
66000,0.9924
67000,0.9926
68000,0.9928
69000,0.9928
70000,0.9926
71000,0.9928
72000,0.9932
73000,0.9928
74000,0.993
75000,0.9928
76000,0.9934
77000,0.9938
78000,0.9932
79000,0.9924
80000,0.9924
81000,0.9926
82000,0.9926
83000,0.9932
84000,0.9928
85000,0.9934
86000,0.9938
87000,0.9944
88000,0.994
89000,0.9944
90000,0.994
91000,0.994
92000,0.9934
93000,0.9942
94000,0.994
95000,0.9934
96000,0.9926
97000,0.9924
98000,0.9924
99000,0.992
