t,m
0,-0.9968
1000,-0.9968
2000,-0.9968
3000,-0.997
4000,-0.9968
5000,-0.9968
6000,-0.9966
7000,-0.9966
8000,-0.9964
9000,-0.9964
10000,-0.996
11000,-0.9962
12000,-0.9964
13000,-0.9954
14000,-0.9958
15000,-0.9958
16000,-0.995
17000,-0.9954
18000,-0.9956
19000,-0.9952
20000,-0.9958
21000,-0.996
22000,-0.9954
23000,-0.9954
24000,-0.9952
25000,-0.9952
26000,-0.9952
27000,-0.9948
28000,-0.9954
29000,-0.995
30000,-0.9956
31000,-0.9952
32000,-0.996
33000,-0.9958
34000,-0.996
35000,-0.9964
36000,-0.9966
37000,-0.996
38000,-0.9956
39000,-0.9956
40000,-0.9952
41000,-0.9952
42000,-0.9944
43000,-0.9946
44000,-0.9948
45000,-0.9952
46000,-0.9954
47000,-0.9952
48000,-0.9954
49000,-0.9958
50000,-0.9956
51000,-0.995
52000,-0.9944
53000,-0.9948
54000,-0.9956
55000,-0.9958
56000,-0.9958
57000,-0.9954
58000,-0.995
59000,-0.995
60000,-0.9952
61000,-0.9952
62000,-0.9954
63000,-0.9954
64000,-0.9954
65000,-0.9954
66000,-0.9952
67000,-0.9948
68000,-0.9954
69000,-0.9952
70000,-0.995
71000,-0.9954
72000,-0.995
73000,-0.995
74000,-0.9952
75000,-0.995
76000,-0.9942
77000,-0.9942
78000,-0.994
79000,-0.9944
80000,-0.995
81000,-0.995
82000,-0.9948
83000,-0.995
84000,-0.9954
85000,-0.9962
86000,-0.996
87000,-0.9954
88000,-0.9964
89000,-0.996
90000,-0.996
91000,-0.9956
92000,-0.996
93000,-0.9962
94000,-0.9958
95000,-0.9956
96000,-0.9958
97000,-0.996
98000,-0.9952
99000,-0.9954
