t,m
0,0.9968
1000,0.9968
2000,0.9974
3000,0.9974
4000,0.9968
5000,0.9968
6000,0.9964
7000,0.996
8000,0.9962
9000,0.9962
10000,0.9966
11000,0.9966
12000,0.9964
13000,0.9964
14000,0.9964
15000,0.9966
16000,0.9966
17000,0.9966
18000,0.9964
19000,0.9966
20000,0.9966
21000,0.9972
22000,0.997
23000,0.997
24000,0.9968
25000,0.9966
26000,0.9966
27000,0.9958
28000,0.9956
29000,0.996
30000,0.9962
31000,0.9964
32000,0.9968
33000,0.9974
34000,0.9976
35000,0.9976
36000,0.9974
37000,0.9978
38000,0.998
39000,0.9978
40000,0.9982
41000,0.9984
42000,0.9984
43000,0.9984
44000,0.9982
45000,0.9982
46000,0.9982
47000,0.9984
48000,0.9984
49000,0.9984
50000,0.9982
51000,0.9976
52000,0.9976
53000,0.9984
54000,0.9988
55000,0.9984
56000,0.998
57000,0.9982
58000,0.998
59000,0.9982
60000,0.998
61000,0.9978
62000,0.9978
63000,0.9976
64000,0.9976
65000,0.997
66000,0.9972
67000,0.9972
68000,0.9976
69000,0.9974
70000,0.9976
71000,0.9976
72000,0.9972
73000,0.997
74000,0.9972
75000,0.9968
76000,0.9968
77000,0.9964
78000,0.9968
79000,0.9974
80000,0.9974
81000,0.9974
82000,0.9972
83000,0.997
84000,0.9972
85000,0.997
86000,0.997
87000,0.9964
88000,0.9958
89000,0.9964
90000,0.9962
91000,0.9958
92000,0.9962
93000,0.9966
94000,0.9972
95000,0.997
96000,0.9974
97000,0.997
98000,0.9972
99000,0.9972
