t,m
0,-0.9778
1000,-0.9778
2000,-0.9788
3000,-0.979
4000,-0.9788
5000,-0.9794
6000,-0.9792
7000,-0.9786
8000,-0.9798
9000,-0.9802
10000,-0.9808
11000,-0.9802
12000,-0.9804
13000,-0.9776
14000,-0.9782
15000,-0.978
16000,-0.977
17000,-0.9766
18000,-0.974
19000,-0.9734
20000,-0.9714
21000,-0.972
22000,-0.9716
23000,-0.971
24000,-0.9714
25000,-0.9712
26000,-0.9708
27000,-0.9708
28000,-0.9706
29000,-0.9698
30000,-0.97
31000,-0.9702
32000,-0.9704
33000,-0.97
34000,-0.9682
35000,-0.9676
36000,-0.9674
37000,-0.967
38000,-0.9666
39000,-0.9682
40000,-0.9682
41000,-0.97
42000,-0.9702
43000,-0.97
44000,-0.9688
45000,-0.9724
46000,-0.9722
47000,-0.9728
48000,-0.9714
49000,-0.9718
50000,-0.969
51000,-0.9702
52000,-0.9708
53000,-0.9706
54000,-0.9704
55000,-0.9724
56000,-0.971
57000,-0.971
58000,-0.9726
59000,-0.9728
60000,-0.975
61000,-0.9738
62000,-0.9738
63000,-0.973
64000,-0.9708
65000,-0.9704
66000,-0.9724
67000,-0.9706
68000,-0.9714
69000,-0.9718
70000,-0.9726
71000,-0.9714
72000,-0.9718
73000,-0.9706
74000,-0.9716
75000,-0.9724
76000,-0.9726
77000,-0.974
78000,-0.974
79000,-0.9748
80000,-0.975
81000,-0.976
82000,-0.9772
83000,-0.9778
84000,-0.9788
85000,-0.9796
86000,-0.9782
87000,-0.9788
88000,-0.9784
89000,-0.9778
90000,-0.979
91000,-0.9794
92000,-0.9782
93000,-0.9798
94000,-0.9796
95000,-0.98
96000,-0.9792
97000,-0.9798
98000,-0.9786
99000,-0.979
