t,m
0,0.9754
1000,0.9736
2000,0.9736
3000,0.973
4000,0.973
5000,0.9716
6000,0.9716
7000,0.973
8000,0.9722
9000,0.9728
10000,0.9716
11000,0.9702
12000,0.9722
13000,0.9716
14000,0.971
15000,0.9714
16000,0.9722
17000,0.9722
18000,0.9708
19000,0.9704
20000,0.9702
21000,0.9706
22000,0.9696
23000,0.9704
24000,0.9702
25000,0.968
26000,0.9686
27000,0.9684
28000,0.9694
29000,0.9702
30000,0.9706
31000,0.9682
32000,0.9684
33000,0.9678
34000,0.9684
35000,0.9692
36000,0.9668
37000,0.9664
38000,0.9674
39000,0.9678
40000,0.9684
41000,0.9674
42000,0.9678
43000,0.9682
44000,0.9682
45000,0.9682
46000,0.9674
47000,0.968
48000,0.9676
49000,0.9678
50000,0.9672
51000,0.9664
52000,0.9654
53000,0.9666
54000,0.9668
55000,0.9682
56000,0.9666
57000,0.9666
58000,0.9686
59000,0.9678
60000,0.9668
61000,0.9666
62000,0.9678
63000,0.9678
64000,0.9664
65000,0.966
66000,0.9654
67000,0.9648
68000,0.9658
69000,0.9654
70000,0.9648
71000,0.965
72000,0.963
73000,0.9626
74000,0.9646
75000,0.9636
76000,0.9632
77000,0.9634
78000,0.9638
79000,0.963
80000,0.9656
81000,0.9656
82000,0.9656
83000,0.966
84000,0.9654
85000,0.9658
86000,0.9658
87000,0.967
88000,0.968
89000,0.9662
90000,0.9664
91000,0.9674
92000,0.9672
93000,0.9664
94000,0.9668
95000,0.9652
96000,0.9654
97000,0.9656
98000,0.9656
99000,0.9662
