t,m
0,0.9974
1000,0.997
2000,0.9976
3000,0.998
4000,0.9976
5000,0.997
6000,0.9972
7000,0.9964
8000,0.9966
9000,0.9964
10000,0.9966
11000,0.9966
12000,0.9968
13000,0.997
14000,0.9972
15000,0.9972
16000,0.9972
17000,0.9974
18000,0.9978
19000,0.9974
20000,0.9974
21000,0.9974
22000,0.997
23000,0.9972
24000,0.9974
25000,0.9972
26000,0.997
27000,0.9968
28000,0.9964
29000,0.996
30000,0.9964
31000,0.996
32000,0.9968
33000,0.9974
34000,0.9972
35000,0.9976
36000,0.998
37000,0.998
38000,0.9978
39000,0.9974
40000,0.9974
41000,0.9968
42000,0.9966
43000,0.997
44000,0.9976
45000,0.9976
46000,0.9978
47000,0.9976
48000,0.9978
49000,0.9978
50000,0.9974
51000,0.9974
52000,0.997
53000,0.9974
54000,0.9972
55000,0.997
56000,0.9968
57000,0.9974
58000,0.9966
59000,0.997
60000,0.997
61000,0.9976
62000,0.9974
63000,0.9974
64000,0.9974
65000,0.9976
66000,0.9974
67000,0.9974
68000,0.9974
69000,0.9976
70000,0.9972
71000,0.9972
72000,0.9974
73000,0.9974
74000,0.9974
75000,0.9974
76000,0.9972
77000,0.9972
78000,0.997
79000,0.997
80000,0.997
81000,0.9966
82000,0.9968
83000,0.9968
84000,0.9966
85000,0.9966
86000,0.9966
87000,0.9966
88000,0.996
89000,0.9958
90000,0.9956
91000,0.9956
92000,0.9956
93000,0.996
94000,0.996
95000,0.9962
96000,0.9962
97000,0.9962
98000,0.9968
99000,0.9972
