t,m
0,-0.9866
1000,-0.9866
2000,-0.9868
3000,-0.987
4000,-0.9868
5000,-0.9872
6000,-0.9878
7000,-0.9864
8000,-0.9858
9000,-0.9848
10000,-0.984
11000,-0.9846
12000,-0.985
13000,-0.9854
14000,-0.9844
15000,-0.9842
16000,-0.9834
17000,-0.9822
18000,-0.9812
19000,-0.9812
20000,-0.9812
21000,-0.9812
22000,-0.9804
23000,-0.9812
24000,-0.9814
25000,-0.9826
26000,-0.983
27000,-0.9844
28000,-0.9836
29000,-0.983
30000,-0.9806
31000,-0.9808
32000,-0.98
33000,-0.98
34000,-0.9816
35000,-0.982
36000,-0.9814
37000,-0.9802
38000,-0.9794
39000,-0.9812
40000,-0.9818
41000,-0.982
42000,-0.9822
43000,-0.982
44000,-0.9816
45000,-0.9824
46000,-0.983
47000,-0.9832
48000,-0.9824
49000,-0.9824
50000,-0.9832
51000,-0.9834
52000,-0.983
53000,-0.9826
54000,-0.9828
55000,-0.9822
56000,-0.983
57000,-0.9844
58000,-0.9846
59000,-0.9848
60000,-0.9864
61000,-0.986
62000,-0.986
63000,-0.9858
64000,-0.986
65000,-0.9848
66000,-0.9838
67000,-0.984
68000,-0.9836
69000,-0.9842
70000,-0.9842
71000,-0.9834
72000,-0.9826
73000,-0.9828
74000,-0.9832
75000,-0.9838
76000,-0.984
77000,-0.9838
78000,-0.984
79000,-0.9844
80000,-0.9842
81000,-0.9838
82000,-0.9832
83000,-0.984
84000,-0.9834
85000,-0.9836
86000,-0.9836
87000,-0.9836
88000,-0.9844
89000,-0.9848
90000,-0.9848
91000,-0.9848
92000,-0.9842
93000,-0.985
94000,-0.9852
95000,-0.9856
96000,-0.985
97000,-0.9848
98000,-0.9848
99000,-0.9848
