t,m
0,-0.995
1000,-0.995
2000,-0.9948
3000,-0.995
4000,-0.9946
5000,-0.9954
6000,-0.9954
7000,-0.9942
8000,-0.9938
9000,-0.994
10000,-0.9944
11000,-0.994
12000,-0.9936
13000,-0.9936
14000,-0.994
15000,-0.994
16000,-0.9946
17000,-0.9952
18000,-0.9954
19000,-0.9958
20000,-0.9958
21000,-0.996
22000,-0.9958
23000,-0.9956
24000,-0.9946
25000,-0.9944
26000,-0.9946
27000,-0.9948
28000,-0.9948
29000,-0.9948
30000,-0.9942
31000,-0.9938
32000,-0.9936
33000,-0.9942
34000,-0.995
35000,-0.9946
36000,-0.9942
37000,-0.995
38000,-0.9942
39000,-0.994
40000,-0.994
41000,-0.9934
42000,-0.9936
43000,-0.9948
44000,-0.9946
45000,-0.9944
46000,-0.9944
47000,-0.9944
48000,-0.9936
49000,-0.994
50000,-0.994
51000,-0.9948
52000,-0.995
53000,-0.9956
54000,-0.9952
55000,-0.9956
56000,-0.9954
57000,-0.9948
58000,-0.9948
59000,-0.9942
60000,-0.9942
61000,-0.9948
62000,-0.9954
63000,-0.996
64000,-0.9958
65000,-0.996
66000,-0.9952
67000,-0.9948
68000,-0.9952
69000,-0.9954
70000,-0.9958
71000,-0.9964
72000,-0.996
73000,-0.996
74000,-0.996
75000,-0.9956
76000,-0.995
77000,-0.9944
78000,-0.9944
79000,-0.994
80000,-0.995
81000,-0.9954
82000,-0.995
83000,-0.9948
84000,-0.9936
85000,-0.9938
86000,-0.994
87000,-0.993
88000,-0.9938
89000,-0.9926
90000,-0.9922
91000,-0.9914
92000,-0.9926
93000,-0.993
94000,-0.9926
95000,-0.9916
96000,-0.9922
97000,-0.993
98000,-0.9932
99000,-0.9934
