t,m
0,0.8294
1000,0.8222
2000,0.8138
3000,0.8106
4000,0.8022
5000,0.794
6000,0.7906
7000,0.7862
8000,0.7832
9000,0.771
10000,0.7598
11000,0.754
12000,0.7454
13000,0.7334
14000,0.7266
15000,0.722
16000,0.7122
17000,0.7068
18000,0.705
19000,0.7002
20000,0.6876
21000,0.6822
22000,0.6708
23000,0.6616
24000,0.6528
25000,0.6488
26000,0.6334
27000,0.621
28000,0.6146
29000,0.6058
30000,0.5918
31000,0.5844
32000,0.568
33000,0.553
34000,0.539
35000,0.522
36000,0.5122
37000,0.4996
38000,0.4894
39000,0.4786
40000,0.4654
41000,0.4494
42000,0.4418
43000,0.4264
44000,0.4118
45000,0.4046
46000,0.3926
47000,0.3798
48000,0.367
49000,0.3564
50000,0.3434
51000,0.329
52000,0.316
53000,0.302
54000,0.2846
55000,0.2714
56000,0.2516
57000,0.239
58000,0.2258
59000,0.2098
60000,0.2006
61000,0.1838
62000,0.1654
63000,0.1488
64000,0.1318
65000,0.1168
66000,0.1014
67000,0.0902
68000,0.0734
69000,0.0542
70000,0.0414
71000,0.0254
72000,0.0126
73000,-0.002
74000,-0.0216
75000,-0.0386
76000,-0.0532
77000,-0.0748
78000,-0.0852
79000,-0.1078
80000,-0.1292
81000,-0.1466
82000,-0.1606
83000,-0.178
84000,-0.1948
85000,-0.213
86000,-0.2296
87000,-0.245
88000,-0.2624
89000,-0.2796
90000,-0.2988
91000,-0.3152
92000,-0.3326
93000,-0.3508
94000,-0.364
95000,-0.3732
96000,-0.3894
97000,-0.4052
98000,-0.4178
99000,-0.4334
