t,m
0,-0.984
1000,-0.9842
2000,-0.9848
3000,-0.9842
4000,-0.9844
5000,-0.9838
6000,-0.984
7000,-0.9844
8000,-0.9856
9000,-0.9858
10000,-0.986
11000,-0.9872
12000,-0.9864
13000,-0.9836
14000,-0.9854
15000,-0.9856
16000,-0.9852
17000,-0.9852
18000,-0.9836
19000,-0.983
20000,-0.9826
21000,-0.9828
22000,-0.9834
23000,-0.9834
24000,-0.9848
25000,-0.9852
26000,-0.9848
27000,-0.986
28000,-0.986
29000,-0.9838
30000,-0.9844
31000,-0.9844
32000,-0.9836
33000,-0.9836
34000,-0.9836
35000,-0.9836
36000,-0.9848
37000,-0.984
38000,-0.9838
39000,-0.984
40000,-0.9844
41000,-0.985
42000,-0.986
43000,-0.986
44000,-0.9852
45000,-0.9842
46000,-0.9842
47000,-0.9846
48000,-0.9848
49000,-0.9844
50000,-0.9862
51000,-0.9856
52000,-0.9848
53000,-0.9852
54000,-0.9836
55000,-0.9832
56000,-0.983
57000,-0.9828
58000,-0.9826
59000,-0.9824
60000,-0.9822
61000,-0.9812
62000,-0.9804
63000,-0.9812
64000,-0.9814
65000,-0.981
66000,-0.981
67000,-0.9816
68000,-0.981
69000,-0.9822
70000,-0.9818
71000,-0.9822
72000,-0.9826
73000,-0.9816
74000,-0.9818
75000,-0.9814
76000,-0.9814
77000,-0.982
78000,-0.9822
79000,-0.9828
80000,-0.9832
81000,-0.9822
82000,-0.982
83000,-0.9822
84000,-0.9836
85000,-0.9826
86000,-0.9816
87000,-0.9826
88000,-0.9824
89000,-0.9838
90000,-0.9832
91000,-0.9828
92000,-0.983
93000,-0.983
94000,-0.982
95000,-0.9814
96000,-0.9816
97000,-0.9828
98000,-0.9812
99000,-0.9806
