t,m
0,-0.994
1000,-0.9942
2000,-0.9938
3000,-0.9942
4000,-0.9934
5000,-0.9946
6000,-0.9942
7000,-0.994
8000,-0.9942
9000,-0.993
10000,-0.9926
11000,-0.993
12000,-0.9934
13000,-0.9932
14000,-0.9928
15000,-0.9928
16000,-0.9926
17000,-0.9928
18000,-0.992
19000,-0.9914
20000,-0.9914
21000,-0.9914
22000,-0.9912
23000,-0.991
24000,-0.9912
25000,-0.991
26000,-0.9916
27000,-0.992
28000,-0.9928
29000,-0.9924
30000,-0.9928
31000,-0.9924
32000,-0.9926
33000,-0.9924
34000,-0.9922
35000,-0.9918
36000,-0.9924
37000,-0.9928
38000,-0.9926
39000,-0.9928
40000,-0.9942
41000,-0.993
42000,-0.993
43000,-0.9924
44000,-0.992
45000,-0.9916
46000,-0.9916
47000,-0.9918
48000,-0.9916
49000,-0.992
50000,-0.992
51000,-0.993
52000,-0.9922
53000,-0.9922
54000,-0.9918
55000,-0.9916
56000,-0.9914
57000,-0.9904
58000,-0.9912
59000,-0.9912
60000,-0.9904
61000,-0.9908
62000,-0.9908
63000,-0.9912
64000,-0.991
65000,-0.9914
66000,-0.9912
67000,-0.9916
68000,-0.992
69000,-0.9918
70000,-0.991
71000,-0.9902
72000,-0.9892
73000,-0.9894
74000,-0.99
75000,-0.9902
76000,-0.9908
77000,-0.9914
78000,-0.9912
79000,-0.9916
80000,-0.9918
81000,-0.9922
82000,-0.9926
83000,-0.9932
84000,-0.9938
85000,-0.9934
86000,-0.993
87000,-0.9932
88000,-0.9922
89000,-0.9926
90000,-0.993
91000,-0.993
92000,-0.9934
93000,-0.9934
94000,-0.9942
95000,-0.9944
96000,-0.9948
97000,-0.9948
98000,-0.9948
99000,-0.9946
