t,m
0,0.9712
1000,0.9698
2000,0.9688
3000,0.9692
4000,0.9708
5000,0.9702
6000,0.9706
7000,0.971
8000,0.971
9000,0.9708
10000,0.9704
11000,0.9694
12000,0.9688
13000,0.97
14000,0.9712
15000,0.9724
16000,0.9736
17000,0.9744
18000,0.9734
19000,0.9728
20000,0.9728
21000,0.9736
22000,0.9748
23000,0.9742
24000,0.9724
25000,0.9714
26000,0.9702
27000,0.9688
28000,0.9674
29000,0.9694
30000,0.9688
31000,0.969
32000,0.9692
33000,0.9706
34000,0.9692
35000,0.9686
36000,0.9686
37000,0.9668
38000,0.967
39000,0.9654
40000,0.965
41000,0.9624
42000,0.9626
43000,0.9604
44000,0.9586
45000,0.96
46000,0.9604
47000,0.9604
48000,0.9614
49000,0.9632
50000,0.9638
51000,0.9644
52000,0.9626
53000,0.9622
54000,0.963
55000,0.964
56000,0.9648
57000,0.9638
58000,0.9606
59000,0.9594
60000,0.9592
61000,0.9598
62000,0.962
63000,0.9622
64000,0.9612
65000,0.9606
66000,0.9606
67000,0.9596
68000,0.959
69000,0.96
70000,0.9596
71000,0.9582
72000,0.9568
73000,0.957
74000,0.957
75000,0.958
76000,0.9582
77000,0.9586
78000,0.96
79000,0.9602
80000,0.963
81000,0.9622
82000,0.9626
83000,0.961
84000,0.9634
85000,0.9636
86000,0.962
87000,0.9634
88000,0.9664
89000,0.9656
90000,0.9664
91000,0.9658
92000,0.9672
93000,0.969
94000,0.9684
95000,0.969
96000,0.9676
97000,0.9674
98000,0.969
99000,0.9696
