t,m
0,0.9598
1000,0.9566
2000,0.9542
3000,0.9518
4000,0.952
5000,0.9534
6000,0.9504
7000,0.9504
8000,0.946
9000,0.9434
10000,0.9418
11000,0.944
12000,0.9432
13000,0.94
14000,0.9368
15000,0.9344
16000,0.9328
17000,0.9332
18000,0.932
19000,0.9302
20000,0.9292
21000,0.9288
22000,0.9258
23000,0.9222
24000,0.9212
25000,0.9208
26000,0.9186
27000,0.9156
28000,0.914
29000,0.9134
30000,0.9108
31000,0.9086
32000,0.9072
33000,0.9048
34000,0.8996
35000,0.897
36000,0.9
37000,0.9026
38000,0.9026
39000,0.904
40000,0.9014
41000,0.9016
42000,0.9022
43000,0.901
44000,0.8988
45000,0.899
46000,0.8972
47000,0.8948
48000,0.894
49000,0.8906
50000,0.8898
51000,0.889
52000,0.8868
53000,0.8872
54000,0.887
55000,0.886
56000,0.8848
57000,0.885
58000,0.8844
59000,0.885
60000,0.886
61000,0.8844
62000,0.8834
63000,0.8844
64000,0.8818
65000,0.8812
66000,0.8794
67000,0.8802
68000,0.8782
69000,0.876
70000,0.873
71000,0.8714
72000,0.8688
73000,0.869
74000,0.8672
75000,0.8654
76000,0.8636
77000,0.8616
78000,0.8616
79000,0.8574
80000,0.8602
81000,0.856
82000,0.8524
83000,0.8514
84000,0.8486
85000,0.8496
86000,0.8478
87000,0.8458
88000,0.8444
89000,0.8426
90000,0.8386
91000,0.842
92000,0.8396
93000,0.8394
94000,0.839
95000,0.8368
96000,0.837
97000,0.8374
98000,0.8348
99000,0.8338
