t,m
0,0.9746
1000,0.9744
2000,0.9756
3000,0.976
4000,0.9758
5000,0.9726
6000,0.9714
7000,0.971
8000,0.9702
9000,0.9714
10000,0.9702
11000,0.9704
12000,0.9714
13000,0.9704
14000,0.9704
15000,0.9704
16000,0.9698
17000,0.9696
18000,0.969
19000,0.969
20000,0.969
21000,0.9696
22000,0.97
23000,0.971
24000,0.9696
25000,0.97
26000,0.9696
27000,0.9704
28000,0.9688
29000,0.9696
30000,0.9692
31000,0.9704
32000,0.9706
33000,0.9712
34000,0.9704
35000,0.9726
36000,0.9718
37000,0.9718
38000,0.9714
39000,0.9722
40000,0.9722
41000,0.9722
42000,0.974
43000,0.9726
44000,0.975
45000,0.9738
46000,0.9726
47000,0.9716
48000,0.9722
49000,0.9726
50000,0.972
51000,0.9724
52000,0.973
53000,0.974
54000,0.9734
55000,0.9734
56000,0.9746
57000,0.9752
58000,0.9736
59000,0.9738
60000,0.974
61000,0.9726
62000,0.9728
63000,0.9736
64000,0.972
65000,0.9732
66000,0.9754
67000,0.9746
68000,0.9758
69000,0.9746
70000,0.9736
71000,0.9746
72000,0.974
73000,0.9738
74000,0.9718
75000,0.9748
76000,0.9756
77000,0.9772
78000,0.9766
79000,0.9764
80000,0.9746
81000,0.9754
82000,0.975
83000,0.9758
84000,0.9768
85000,0.9758
86000,0.9746
87000,0.9732
88000,0.9714
89000,0.971
90000,0.9718
91000,0.9716
92000,0.9722
93000,0.9722
94000,0.973
95000,0.973
96000,0.9734
97000,0.975
98000,0.9752
99000,0.9746
