t,m
0,-0.996
1000,-0.9956
2000,-0.995
3000,-0.9948
4000,-0.9944
5000,-0.9946
6000,-0.9946
7000,-0.9946
8000,-0.9942
9000,-0.9946
10000,-0.9944
11000,-0.9946
12000,-0.9942
13000,-0.9938
14000,-0.9942
15000,-0.9942
16000,-0.994
17000,-0.9936
18000,-0.9934
19000,-0.9928
20000,-0.9928
21000,-0.9926
22000,-0.9926
23000,-0.9934
24000,-0.994
25000,-0.994
26000,-0.9946
27000,-0.9942
28000,-0.9944
29000,-0.9944
30000,-0.9944
31000,-0.9948
32000,-0.9948
33000,-0.9952
34000,-0.9956
35000,-0.9954
36000,-0.9956
37000,-0.9958
38000,-0.996
39000,-0.9956
40000,-0.9954
41000,-0.9958
42000,-0.9956
43000,-0.9956
44000,-0.9964
45000,-0.9952
46000,-0.9952
47000,-0.9952
48000,-0.9958
49000,-0.9944
50000,-0.9944
51000,-0.9938
52000,-0.9942
53000,-0.9942
54000,-0.9934
55000,-0.994
56000,-0.9944
57000,-0.9938
58000,-0.994
59000,-0.9948
60000,-0.9946
61000,-0.9946
62000,-0.9946
63000,-0.9944
64000,-0.9942
65000,-0.994
66000,-0.9944
67000,-0.9936
68000,-0.9946
69000,-0.9952
70000,-0.9958
71000,-0.9954
72000,-0.9954
73000,-0.9956
74000,-0.9958
75000,-0.996
76000,-0.9958
77000,-0.9964
78000,-0.9962
79000,-0.9952
80000,-0.995
81000,-0.995
82000,-0.9936
83000,-0.9936
84000,-0.9932
85000,-0.9934
86000,-0.993
87000,-0.9934
88000,-0.9938
89000,-0.9936
90000,-0.994
91000,-0.9936
92000,-0.9938
93000,-0.9938
94000,-0.993
95000,-0.9934
96000,-0.9938
97000,-0.9934
98000,-0.9942
99000,-0.9944
