t,m
0,-0.981
1000,-0.982
2000,-0.9826
3000,-0.9826
4000,-0.9818
5000,-0.9816
6000,-0.9814
7000,-0.9816
8000,-0.9802
9000,-0.9818
10000,-0.9802
11000,-0.9796
12000,-0.9794
13000,-0.9794
14000,-0.979
15000,-0.9794
16000,-0.98
17000,-0.9804
18000,-0.9796
19000,-0.979
20000,-0.9778
21000,-0.9774
22000,-0.976
23000,-0.9776
24000,-0.9786
25000,-0.9792
26000,-0.9794
27000,-0.9796
28000,-0.9796
29000,-0.9772
30000,-0.9774
31000,-0.9774
32000,-0.9758
33000,-0.9762
34000,-0.9764
35000,-0.9754
36000,-0.9758
37000,-0.9766
38000,-0.977
39000,-0.9756
40000,-0.975
41000,-0.9744
42000,-0.976
43000,-0.9748
44000,-0.975
45000,-0.9762
46000,-0.9754
47000,-0.9772
48000,-0.9758
49000,-0.976
50000,-0.9762
51000,-0.9766
52000,-0.9768
53000,-0.9764
54000,-0.9768
55000,-0.9776
56000,-0.9782
57000,-0.9786
58000,-0.978
59000,-0.977
60000,-0.9784
61000,-0.9772
62000,-0.9764
63000,-0.9766
64000,-0.9776
65000,-0.978
66000,-0.9774
67000,-0.9754
68000,-0.9752
69000,-0.9748
70000,-0.9764
71000,-0.977
72000,-0.976
73000,-0.9744
74000,-0.9752
75000,-0.9742
76000,-0.9734
77000,-0.9732
78000,-0.9718
79000,-0.972
80000,-0.9696
81000,-0.9694
82000,-0.9682
83000,-0.969
84000,-0.9686
85000,-0.9696
86000,-0.971
87000,-0.9722
88000,-0.9718
89000,-0.973
90000,-0.974
91000,-0.9744
92000,-0.9718
93000,-0.972
94000,-0.9724
95000,-0.9736
96000,-0.9724
97000,-0.9726
98000,-0.9734
99000,-0.9744
