t,m
0,-0.9756
1000,-0.976
2000,-0.9764
3000,-0.9772
4000,-0.977
5000,-0.9788
6000,-0.978
7000,-0.9776
8000,-0.979
9000,-0.9796
10000,-0.9802
11000,-0.9804
12000,-0.9814
13000,-0.9822
14000,-0.9824
15000,-0.9816
16000,-0.9822
17000,-0.9824
18000,-0.9828
19000,-0.9828
20000,-0.982
21000,-0.9808
22000,-0.9812
23000,-0.9812
24000,-0.9816
25000,-0.9814
26000,-0.9826
27000,-0.9826
28000,-0.9842
29000,-0.9842
30000,-0.9854
31000,-0.985
32000,-0.985
33000,-0.9876
34000,-0.9876
35000,-0.9878
36000,-0.9886
37000,-0.9876
38000,-0.9884
39000,-0.9886
40000,-0.9884
41000,-0.9888
42000,-0.9898
43000,-0.9892
44000,-0.99
45000,-0.9906
46000,-0.9906
47000,-0.99
48000,-0.989
49000,-0.9892
50000,-0.9888
51000,-0.9878
52000,-0.9874
53000,-0.9874
54000,-0.9866
55000,-0.9868
56000,-0.9864
57000,-0.9864
58000,-0.987
59000,-0.9868
60000,-0.9872
61000,-0.9862
62000,-0.9846
63000,-0.9836
64000,-0.9838
65000,-0.984
66000,-0.985
67000,-0.984
68000,-0.9836
69000,-0.9834
70000,-0.9846
71000,-0.9854
72000,-0.9852
73000,-0.9846
74000,-0.9848
75000,-0.987
76000,-0.9876
77000,-0.9884
78000,-0.9882
79000,-0.9888
80000,-0.989
81000,-0.9888
82000,-0.9892
83000,-0.9896
84000,-0.9888
85000,-0.99
86000,-0.99
87000,-0.9906
88000,-0.99
89000,-0.9898
90000,-0.9898
91000,-0.989
92000,-0.989
93000,-0.9892
94000,-0.9894
95000,-0.9888
96000,-0.9884
97000,-0.9876
98000,-0.9878
99000,-0.9884
