t,m
0,-0.9618
1000,-0.9622
2000,-0.9616
3000,-0.962
4000,-0.9624
5000,-0.9624
6000,-0.9606
7000,-0.9592
8000,-0.9586
9000,-0.9592
10000,-0.9598
11000,-0.96
12000,-0.9602
13000,-0.9588
14000,-0.9594
15000,-0.9586
16000,-0.9582
17000,-0.96
18000,-0.9592
19000,-0.9604
20000,-0.9612
21000,-0.9606
22000,-0.9604
23000,-0.9638
24000,-0.9654
25000,-0.965
26000,-0.9668
27000,-0.9654
28000,-0.963
29000,-0.9638
30000,-0.963
31000,-0.9632
32000,-0.9628
33000,-0.9626
34000,-0.9616
35000,-0.9638
36000,-0.9636
37000,-0.9636
38000,-0.9614
39000,-0.9614
40000,-0.9626
41000,-0.9618
42000,-0.9614
43000,-0.9626
44000,-0.962
45000,-0.9622
46000,-0.9602
47000,-0.9622
48000,-0.9634
49000,-0.9628
50000,-0.9622
51000,-0.9604
52000,-0.9584
53000,-0.959
54000,-0.959
55000,-0.9586
56000,-0.9578
57000,-0.9564
58000,-0.957
59000,-0.9562
60000,-0.9556
61000,-0.9544
62000,-0.9524
63000,-0.954
64000,-0.9526
65000,-0.9504
66000,-0.9484
67000,-0.946
68000,-0.9458
69000,-0.9478
70000,-0.949
71000,-0.95
72000,-0.9502
73000,-0.95
74000,-0.95
75000,-0.949
76000,-0.9482
77000,-0.9484
78000,-0.9486
79000,-0.9496
80000,-0.948
81000,-0.9458
82000,-0.9448
83000,-0.947
84000,-0.9476
85000,-0.9484
86000,-0.9478
87000,-0.948
88000,-0.9472
89000,-0.9468
90000,-0.9478
91000,-0.9482
92000,-0.9488
93000,-0.9494
94000,-0.9482
95000,-0.9492
96000,-0.9506
97000,-0.9514
98000,-0.9498
99000,-0.953
