t,m
0,0.988
1000,0.9886
2000,0.9892
3000,0.9894
4000,0.9888
5000,0.9882
6000,0.9882
7000,0.9886
8000,0.9898
9000,0.9892
10000,0.989
11000,0.9892
12000,0.9888
13000,0.989
14000,0.9894
15000,0.9892
16000,0.99
17000,0.9906
18000,0.9904
19000,0.9898
20000,0.9904
21000,0.9918
22000,0.9922
23000,0.993
24000,0.9924
25000,0.992
26000,0.9926
27000,0.993
28000,0.9924
29000,0.993
30000,0.9926
31000,0.9928
32000,0.9926
33000,0.9924
34000,0.9924
35000,0.9918
36000,0.992
37000,0.9924
38000,0.9924
39000,0.993
40000,0.9936
41000,0.9932
42000,0.993
43000,0.9934
44000,0.9934
45000,0.9942
46000,0.9948
47000,0.9946
48000,0.9944
49000,0.9942
50000,0.9932
51000,0.9924
52000,0.9918
53000,0.9922
54000,0.9924
55000,0.9928
56000,0.9922
57000,0.9928
58000,0.9934
59000,0.9938
60000,0.993
61000,0.9928
62000,0.9932
63000,0.9936
64000,0.9924
65000,0.9934
66000,0.9924
67000,0.9922
68000,0.9924
69000,0.9926
70000,0.9932
71000,0.9932
72000,0.9932
73000,0.993
74000,0.9936
75000,0.9924
76000,0.9916
77000,0.9916
78000,0.9908
79000,0.9914
80000,0.9916
81000,0.991
82000,0.9906
83000,0.9902
84000,0.9902
85000,0.9898
86000,0.9902
87000,0.9898
88000,0.9906
89000,0.9914
90000,0.9922
91000,0.9924
92000,0.992
93000,0.9922
94000,0.992
95000,0.993
96000,0.992
97000,0.992
98000,0.991
99000,0.9916
