t,m
0,0.9978
1000,0.9978
2000,0.9978
3000,0.998
4000,0.997
5000,0.9968
6000,0.997
7000,0.997
8000,0.997
9000,0.9966
10000,0.9962
11000,0.9964
12000,0.9964
13000,0.9962
14000,0.9966
15000,0.9968
16000,0.9958
17000,0.9962
18000,0.9962
19000,0.9966
20000,0.9972
21000,0.9978
22000,0.9982
23000,0.9982
24000,0.9982
25000,0.9984
26000,0.998
27000,0.9972
28000,0.9972
29000,0.9976
30000,0.997
31000,0.9972
32000,0.9972
33000,0.9966
34000,0.9968
35000,0.997
36000,0.9966
37000,0.9958
38000,0.9964
39000,0.9956
40000,0.9958
41000,0.9956
42000,0.996
43000,0.996
44000,0.996
45000,0.996
46000,0.9962
47000,0.9964
48000,0.996
49000,0.9962
50000,0.9962
51000,0.9962
52000,0.9966
53000,0.9966
54000,0.9964
55000,0.9964
56000,0.9964
57000,0.9962
58000,0.9964
59000,0.9962
60000,0.9962
61000,0.9966
62000,0.997
63000,0.997
64000,0.997
65000,0.9972
66000,0.997
67000,0.997
68000,0.9974
69000,0.9976
70000,0.9972
71000,0.9982
72000,0.9978
73000,0.9974
74000,0.9976
75000,0.9972
76000,0.9966
77000,0.9976
78000,0.9978
79000,0.9972
80000,0.9974
81000,0.9978
82000,0.998
83000,0.9974
84000,0.9972
85000,0.9974
86000,0.9972
87000,0.997
88000,0.9966
89000,0.9966
90000,0.996
91000,0.996
92000,0.996
93000,0.9964
94000,0.9966
95000,0.9966
96000,0.9962
97000,0.9964
98000,0.9964
99000,0.9964
