t,m
0,-0.6144
1000,-0.614
2000,-0.6118
3000,-0.6058
4000,-0.6042
5000,-0.6018
6000,-0.6026
7000,-0.5996
8000,-0.595
9000,-0.5864
10000,-0.5844
11000,-0.5812
12000,-0.579
13000,-0.5796
14000,-0.5766
15000,-0.5694
16000,-0.5636
17000,-0.5556
18000,-0.5542
19000,-0.5506
20000,-0.5456
21000,-0.5408
22000,-0.5396
23000,-0.5332
24000,-0.5284
25000,-0.5264
26000,-0.5228
27000,-0.516
28000,-0.5138
29000,-0.5118
30000,-0.5044
31000,-0.4998
32000,-0.497
33000,-0.4922
34000,-0.487
35000,-0.4844
36000,-0.4782
37000,-0.4726
38000,-0.466
39000,-0.4594
40000,-0.4578
41000,-0.449
42000,-0.4446
43000,-0.4386
44000,-0.4366
45000,-0.4338
46000,-0.4282
47000,-0.4238
48000,-0.4136
49000,-0.4094
50000,-0.4056
51000,-0.4002
52000,-0.3974
53000,-0.3974
54000,-0.3896
55000,-0.3872
56000,-0.3794
57000,-0.368
58000,-0.362
59000,-0.356
60000,-0.3562
61000,-0.3534
62000,-0.3482
63000,-0.3402
64000,-0.3358
65000,-0.3322
66000,-0.3268
67000,-0.3168
68000,-0.3116
69000,-0.3064
70000,-0.301
71000,-0.2978
72000,-0.2932
73000,-0.2832
74000,-0.2756
75000,-0.268
76000,-0.2604
77000,-0.2532
78000,-0.2418
79000,-0.24
80000,-0.2324
81000,-0.2264
82000,-0.2184
83000,-0.2122
84000,-0.2006
85000,-0.1954
86000,-0.192
87000,-0.1866
88000,-0.1814
89000,-0.1748
90000,-0.1654
91000,-0.1598
92000,-0.158
93000,-0.1526
94000,-0.1452
95000,-0.1408
96000,-0.1354
97000,-0.1286
98000,-0.1256
99000,-0.1192
