t,m
0,-0.9974
1000,-0.9972
2000,-0.997
3000,-0.9962
4000,-0.9964
5000,-0.9962
6000,-0.996
7000,-0.9958
8000,-0.9958
9000,-0.996
10000,-0.9954
11000,-0.9956
12000,-0.9954
13000,-0.9964
14000,-0.9968
15000,-0.9972
16000,-0.997
17000,-0.997
18000,-0.9964
19000,-0.9952
20000,-0.9962
21000,-0.9962
22000,-0.9962
23000,-0.9964
24000,-0.9966
25000,-0.9964
26000,-0.9964
27000,-0.9958
28000,-0.9962
29000,-0.9962
30000,-0.9962
31000,-0.9968
32000,-0.9968
33000,-0.9966
34000,-0.997
35000,-0.9966
36000,-0.9962
37000,-0.9972
38000,-0.997
39000,-0.9974
40000,-0.9976
41000,-0.9974
42000,-0.9976
43000,-0.9974
44000,-0.9978
45000,-0.9976
46000,-0.998
47000,-0.9976
48000,-0.9978
49000,-0.9974
50000,-0.997
51000,-0.9966
52000,-0.9966
53000,-0.9966
54000,-0.9968
55000,-0.9972
56000,-0.9978
57000,-0.9982
58000,-0.9982
59000,-0.9982
60000,-0.998
61000,-0.998
62000,-0.998
63000,-0.998
64000,-0.998
65000,-0.9982
66000,-0.998
67000,-0.9978
68000,-0.9978
69000,-0.9978
70000,-0.9974
71000,-0.9974
72000,-0.9974
73000,-0.9978
74000,-0.9978
75000,-0.9984
76000,-0.998
77000,-0.998
78000,-0.9976
79000,-0.9978
80000,-0.9974
81000,-0.9972
82000,-0.9974
83000,-0.9972
84000,-0.9974
85000,-0.9974
86000,-0.9974
87000,-0.9976
88000,-0.9972
89000,-0.9974
90000,-0.9976
91000,-0.9976
92000,-0.9976
93000,-0.9974
94000,-0.9972
95000,-0.997
96000,-0.9962
97000,-0.9964
98000,-0.9968
99000,-0.9968
