t,m
0,0.8478
1000,0.8444
2000,0.8436
3000,0.8414
4000,0.8392
5000,0.8382
6000,0.8412
7000,0.8428
8000,0.8406
9000,0.8348
10000,0.833
11000,0.8336
12000,0.8322
13000,0.8312
14000,0.8288
15000,0.8304
16000,0.8264
17000,0.8256
18000,0.8216
19000,0.8192
20000,0.8186
21000,0.8156
22000,0.8112
23000,0.8068
24000,0.8046
25000,0.8042
26000,0.8004
27000,0.793
28000,0.7882
29000,0.7868
30000,0.786
31000,0.782
32000,0.7816
33000,0.7798
34000,0.7796
35000,0.7774
36000,0.7742
37000,0.7746
38000,0.7724
39000,0.7712
40000,0.7692
41000,0.7676
42000,0.766
43000,0.7628
44000,0.7622
45000,0.7598
46000,0.7568
47000,0.7568
48000,0.7548
49000,0.7514
50000,0.748
51000,0.742
52000,0.741
53000,0.7368
54000,0.7322
55000,0.7258
56000,0.7228
57000,0.7202
58000,0.7224
59000,0.723
60000,0.719
61000,0.7194
62000,0.718
63000,0.7158
64000,0.7128
65000,0.7088
66000,0.705
67000,0.7046
68000,0.7022
69000,0.697
70000,0.6928
71000,0.6906
72000,0.6884
73000,0.683
74000,0.6806
75000,0.675
76000,0.6716
77000,0.6708
78000,0.6696
79000,0.6654
80000,0.6618
81000,0.656
82000,0.6556
83000,0.6514
84000,0.6456
85000,0.6406
86000,0.6378
87000,0.6358
88000,0.629
89000,0.6268
90000,0.6214
91000,0.62
92000,0.6182
93000,0.6144
94000,0.6082
95000,0.6066
96000,0.605
97000,0.6022
98000,0.6012
99000,0.5954
