t,m
0,-0.9966
1000,-0.9968
2000,-0.9962
3000,-0.9962
4000,-0.9966
5000,-0.9972
6000,-0.9974
7000,-0.997
8000,-0.997
9000,-0.9972
10000,-0.9974
11000,-0.9972
12000,-0.9976
13000,-0.9972
14000,-0.9976
15000,-0.9976
16000,-0.9972
17000,-0.9972
18000,-0.9972
19000,-0.9972
20000,-0.9972
21000,-0.9972
22000,-0.997
23000,-0.9974
24000,-0.9978
25000,-0.9974
26000,-0.9972
27000,-0.997
28000,-0.9974
29000,-0.9972
30000,-0.9972
31000,-0.997
32000,-0.9972
33000,-0.998
34000,-0.9982
35000,-0.9984
36000,-0.9982
37000,-0.9984
38000,-0.9986
39000,-0.9984
40000,-0.998
41000,-0.9978
42000,-0.9974
43000,-0.9972
44000,-0.997
45000,-0.9972
46000,-0.997
47000,-0.997
48000,-0.9966
49000,-0.9968
50000,-0.9974
51000,-0.9978
52000,-0.9982
53000,-0.9982
54000,-0.9976
55000,-0.9976
56000,-0.9976
57000,-0.9974
58000,-0.9972
59000,-0.9974
60000,-0.9976
61000,-0.9978
62000,-0.9982
63000,-0.9984
64000,-0.998
65000,-0.9982
66000,-0.9982
67000,-0.998
68000,-0.9982
69000,-0.9974
70000,-0.9972
71000,-0.9966
72000,-0.996
73000,-0.996
74000,-0.9962
75000,-0.996
76000,-0.9958
77000,-0.9952
78000,-0.9958
79000,-0.9956
80000,-0.9952
81000,-0.9954
82000,-0.9956
83000,-0.9958
84000,-0.9962
85000,-0.9968
86000,-0.9964
87000,-0.997
88000,-0.9964
89000,-0.997
90000,-0.997
91000,-0.9974
92000,-0.9968
93000,-0.9968
94000,-0.9966
95000,-0.9968
96000,-0.9966
97000,-0.9964
98000,-0.9964
99000,-0.996
