t,m
0,0.5978
1000,0.6036
2000,0.6148
3000,0.6214
4000,0.628
5000,0.6364
6000,0.6394
7000,0.6476
8000,0.6542
9000,0.664
10000,0.6708
11000,0.6784
12000,0.6866
13000,0.6904
14000,0.6974
15000,0.7018
16000,0.7038
17000,0.7114
18000,0.7144
19000,0.7228
20000,0.733
21000,0.739
22000,0.7462
23000,0.751
24000,0.7572
25000,0.7618
26000,0.7674
27000,0.7748
28000,0.7808
29000,0.7848
30000,0.7926
31000,0.798
32000,0.8042
33000,0.8096
34000,0.8146
35000,0.8208
36000,0.8276
37000,0.8328
38000,0.8362
39000,0.841
40000,0.8466
41000,0.8502
42000,0.853
43000,0.8586
44000,0.8644
45000,0.868
46000,0.871
47000,0.8754
48000,0.8754
49000,0.8768
50000,0.8804
51000,0.8838
52000,0.8902
53000,0.8924
54000,0.8944
55000,0.898
56000,0.9014
57000,0.9034
58000,0.906
59000,0.909
60000,0.9112
61000,0.914
62000,0.9178
63000,0.9202
64000,0.9246
65000,0.9284
66000,0.9302
67000,0.9318
68000,0.9332
69000,0.9356
70000,0.9354
71000,0.938
72000,0.9376
73000,0.9406
74000,0.9434
75000,0.9458
76000,0.9476
77000,0.9494
78000,0.9514
79000,0.9524
80000,0.9528
81000,0.9546
82000,0.9546
83000,0.9558
84000,0.9552
85000,0.955
86000,0.958
87000,0.9592
88000,0.9626
89000,0.9636
90000,0.9636
91000,0.9652
92000,0.9674
93000,0.9696
94000,0.9704
95000,0.9734
96000,0.9748
97000,0.9758
98000,0.9772
99000,0.9786
