t,m
0,0.9966
1000,0.9962
2000,0.9964
3000,0.996
4000,0.9958
5000,0.9958
6000,0.9966
7000,0.9968
8000,0.997
9000,0.9968
10000,0.9958
11000,0.9958
12000,0.9962
13000,0.9964
14000,0.9964
15000,0.996
16000,0.9972
17000,0.9964
18000,0.9962
19000,0.9954
20000,0.9952
21000,0.9952
22000,0.995
23000,0.9952
24000,0.9954
25000,0.9954
26000,0.9952
27000,0.9954
28000,0.9952
29000,0.995
30000,0.995
31000,0.9952
32000,0.9948
33000,0.9946
34000,0.9952
35000,0.995
36000,0.995
37000,0.9948
38000,0.9946
39000,0.9946
40000,0.9938
41000,0.994
42000,0.994
43000,0.994
44000,0.9948
45000,0.9952
46000,0.9946
47000,0.995
48000,0.995
49000,0.9944
50000,0.9942
51000,0.994
52000,0.9948
53000,0.995
54000,0.995
55000,0.9952
56000,0.9952
57000,0.9952
58000,0.9948
59000,0.9948
60000,0.9952
61000,0.9952
62000,0.995
63000,0.9946
64000,0.9948
65000,0.9952
66000,0.9948
67000,0.9948
68000,0.9948
69000,0.9948
70000,0.9954
71000,0.9952
72000,0.995
73000,0.9948
74000,0.9944
75000,0.9944
76000,0.995
77000,0.9956
78000,0.9956
79000,0.9954
80000,0.995
81000,0.9948
82000,0.995
83000,0.9954
84000,0.9962
85000,0.9952
86000,0.9954
87000,0.9956
88000,0.9954
89000,0.9956
90000,0.9954
91000,0.995
92000,0.995
93000,0.9952
94000,0.995
95000,0.9944
96000,0.995
97000,0.9946
98000,0.9942
99000,0.9938
