t,m
0,0.9882
1000,0.988
2000,0.9878
3000,0.9876
4000,0.9878
5000,0.9876
6000,0.988
7000,0.9886
8000,0.9886
9000,0.9896
10000,0.9908
11000,0.9914
12000,0.9914
13000,0.9912
14000,0.9896
15000,0.9894
16000,0.9912
17000,0.9908
18000,0.991
19000,0.9904
20000,0.9906
21000,0.9908
22000,0.9912
23000,0.991
24000,0.991
25000,0.9904
26000,0.9902
27000,0.99
28000,0.9896
29000,0.9894
30000,0.9894
31000,0.9892
32000,0.989
33000,0.9892
34000,0.9898
35000,0.9896
36000,0.9896
37000,0.9894
38000,0.989
39000,0.9892
40000,0.9902
41000,0.9902
42000,0.9904
43000,0.991
44000,0.9898
45000,0.9906
46000,0.991
47000,0.9918
48000,0.992
49000,0.9926
50000,0.9928
51000,0.9936
52000,0.9948
53000,0.9942
54000,0.9948
55000,0.9948
56000,0.9942
57000,0.9936
58000,0.9936
59000,0.9936
60000,0.994
61000,0.9942
62000,0.9942
63000,0.9936
64000,0.9928
65000,0.9922
66000,0.9914
67000,0.9922
68000,0.9912
69000,0.9906
70000,0.9906
71000,0.991
72000,0.9922
73000,0.992
74000,0.9924
75000,0.9922
76000,0.9926
77000,0.993
78000,0.9932
79000,0.9924
80000,0.9922
81000,0.9926
82000,0.9918
83000,0.9924
84000,0.9918
85000,0.991
86000,0.9924
87000,0.9924
88000,0.9926
89000,0.9926
90000,0.993
91000,0.9934
92000,0.9922
93000,0.9916
94000,0.9912
95000,0.991
96000,0.9898
97000,0.9906
98000,0.9908
99000,0.9908
