t,m
0,0.9914
1000,0.9914
2000,0.991
3000,0.9908
4000,0.991
5000,0.9916
6000,0.9908
7000,0.9904
8000,0.9914
9000,0.9904
10000,0.9906
11000,0.9914
12000,0.9906
13000,0.9916
14000,0.9908
15000,0.9912
16000,0.991
17000,0.9908
18000,0.9912
19000,0.9918
20000,0.992
21000,0.9926
22000,0.9928
23000,0.9912
24000,0.9902
25000,0.99
26000,0.9898
27000,0.99
28000,0.9898
29000,0.9896
30000,0.989
31000,0.9894
32000,0.9902
33000,0.99
34000,0.9906
35000,0.9906
36000,0.9912
37000,0.9902
38000,0.99
39000,0.9902
40000,0.9894
41000,0.989
42000,0.9896
43000,0.9896
44000,0.9902
45000,0.9892
46000,0.9896
47000,0.99
48000,0.99
49000,0.99
50000,0.9902
51000,0.9894
52000,0.9892
53000,0.9892
54000,0.99
55000,0.989
56000,0.9882
57000,0.9886
58000,0.9892
59000,0.989
60000,0.9892
61000,0.9882
62000,0.9878
63000,0.9876
64000,0.9872
65000,0.9876
66000,0.988
67000,0.9872
68000,0.9868
69000,0.9886
70000,0.9886
71000,0.9884
72000,0.9886
73000,0.9892
74000,0.9892
75000,0.9892
76000,0.9886
77000,0.9892
78000,0.989
79000,0.989
80000,0.9902
81000,0.9896
82000,0.99
83000,0.9902
84000,0.9904
85000,0.991
86000,0.9908
87000,0.9904
88000,0.99
89000,0.9896
90000,0.989
91000,0.9884
92000,0.988
93000,0.9882
94000,0.9874
95000,0.9872
96000,0.9882
97000,0.988
98000,0.9864
99000,0.9862
