t,m
0,0.9932
1000,0.9932
2000,0.9934
3000,0.9938
4000,0.9932
5000,0.9938
6000,0.9938
7000,0.9942
8000,0.9948
9000,0.9946
10000,0.9948
11000,0.9948
12000,0.9944
13000,0.994
14000,0.9936
15000,0.9934
16000,0.9936
17000,0.993
18000,0.9928
19000,0.9924
20000,0.9932
21000,0.9932
22000,0.9934
23000,0.9936
24000,0.9932
25000,0.9932
26000,0.993
27000,0.9932
28000,0.9928
29000,0.9932
30000,0.9928
31000,0.9924
32000,0.9936
33000,0.993
34000,0.993
35000,0.993
36000,0.993
37000,0.9938
38000,0.9948
39000,0.9946
40000,0.995
41000,0.9938
42000,0.9942
43000,0.994
44000,0.9942
45000,0.9934
46000,0.993
47000,0.9936
48000,0.994
49000,0.9942
50000,0.994
51000,0.994
52000,0.9946
53000,0.9942
54000,0.9942
55000,0.9936
56000,0.9934
57000,0.9938
58000,0.994
59000,0.9946
60000,0.9948
61000,0.9946
62000,0.9942
63000,0.9944
64000,0.9948
65000,0.9942
66000,0.9942
67000,0.9936
68000,0.9936
69000,0.9934
70000,0.993
71000,0.9928
72000,0.9932
73000,0.9934
74000,0.9936
75000,0.993
76000,0.9922
77000,0.9922
78000,0.9924
79000,0.9926
80000,0.9926
81000,0.9926
82000,0.993
83000,0.9934
84000,0.994
85000,0.9938
86000,0.9948
87000,0.995
88000,0.9952
89000,0.9944
90000,0.9942
91000,0.9938
92000,0.9932
93000,0.994
94000,0.9936
95000,0.9928
96000,0.9924
97000,0.9928
98000,0.993
99000,0.9928
