t,m
0,-0.9892
1000,-0.9882
2000,-0.9886
3000,-0.9872
4000,-0.9866
5000,-0.9878
6000,-0.9874
7000,-0.9872
8000,-0.9876
9000,-0.987
10000,-0.987
11000,-0.9866
12000,-0.9858
13000,-0.9856
14000,-0.9862
15000,-0.9862
16000,-0.9864
17000,-0.987
18000,-0.9868
19000,-0.9868
20000,-0.9862
21000,-0.9868
22000,-0.9876
23000,-0.9868
24000,-0.9868
25000,-0.9886
26000,-0.9882
27000,-0.9888
28000,-0.9884
29000,-0.9874
30000,-0.9882
31000,-0.9892
32000,-0.9882
33000,-0.9888
34000,-0.9884
35000,-0.9886
36000,-0.9892
37000,-0.9896
38000,-0.9894
39000,-0.9882
40000,-0.9888
41000,-0.9882
42000,-0.988
43000,-0.9872
44000,-0.987
45000,-0.9866
46000,-0.9866
47000,-0.9862
48000,-0.9856
49000,-0.986
50000,-0.9856
51000,-0.986
52000,-0.9866
53000,-0.9886
54000,-0.988
55000,-0.9886
56000,-0.9876
57000,-0.9872
58000,-0.9868
59000,-0.9862
60000,-0.9858
61000,-0.9856
62000,-0.9852
63000,-0.9846
64000,-0.985
65000,-0.9842
66000,-0.9828
67000,-0.983
68000,-0.9834
69000,-0.9832
70000,-0.983
71000,-0.9848
72000,-0.9824
73000,-0.9816
74000,-0.9818
75000,-0.9812
76000,-0.982
77000,-0.9818
78000,-0.9824
79000,-0.9826
80000,-0.9828
81000,-0.9834
82000,-0.9834
83000,-0.9836
84000,-0.9842
85000,-0.9852
86000,-0.9842
87000,-0.9832
88000,-0.9832
89000,-0.9838
90000,-0.9848
91000,-0.9844
92000,-0.9838
93000,-0.9834
94000,-0.9844
95000,-0.9844
96000,-0.984
97000,-0.984
98000,-0.9844
99000,-0.9842
