t,m
0,0.9266
1000,0.928
2000,0.9274
3000,0.9268
4000,0.9292
5000,0.9312
6000,0.9326
7000,0.934
8000,0.9344
9000,0.935
10000,0.9364
11000,0.9394
12000,0.94
13000,0.9402
14000,0.9404
15000,0.943
16000,0.9444
17000,0.9448
18000,0.9464
19000,0.9468
20000,0.9454
21000,0.948
22000,0.9484
23000,0.9488
24000,0.9494
25000,0.9492
26000,0.9502
27000,0.9498
28000,0.9506
29000,0.9502
30000,0.9508
31000,0.95
32000,0.9524
33000,0.9538
34000,0.9548
35000,0.9558
36000,0.955
37000,0.9556
38000,0.9574
39000,0.9594
40000,0.961
41000,0.9628
42000,0.9632
43000,0.9638
44000,0.9636
45000,0.9638
46000,0.962
47000,0.9628
48000,0.9632
49000,0.9644
50000,0.9642
51000,0.9634
52000,0.9654
53000,0.965
54000,0.964
55000,0.9646
56000,0.9646
57000,0.9648
58000,0.9642
59000,0.9626
60000,0.9634
61000,0.9634
62000,0.9636
63000,0.9642
64000,0.964
65000,0.9626
66000,0.9624
67000,0.9626
68000,0.9658
69000,0.968
70000,0.9688
71000,0.9692
72000,0.9698
73000,0.9702
74000,0.971
75000,0.9706
76000,0.9704
77000,0.9706
78000,0.9704
79000,0.9722
80000,0.972
81000,0.9716
82000,0.9734
83000,0.9728
84000,0.9728
85000,0.9742
86000,0.974
87000,0.9752
88000,0.9762
89000,0.9748
90000,0.9744
91000,0.9746
92000,0.9738
93000,0.9722
94000,0.9742
95000,0.9738
96000,0.9736
97000,0.9724
98000,0.9722
99000,0.9734
