t,m
0,0.9714
1000,0.9714
2000,0.97
3000,0.9702
4000,0.9694
5000,0.9698
6000,0.97
7000,0.97
8000,0.9698
9000,0.9698
10000,0.9686
11000,0.969
12000,0.9678
13000,0.9674
14000,0.9656
15000,0.9648
16000,0.9652
17000,0.966
18000,0.966
19000,0.9656
20000,0.9662
21000,0.9656
22000,0.9662
23000,0.967
24000,0.9656
25000,0.9644
26000,0.965
27000,0.9658
28000,0.965
29000,0.9644
30000,0.9652
31000,0.965
32000,0.965
33000,0.9652
34000,0.9642
35000,0.966
36000,0.9664
37000,0.9648
38000,0.964
39000,0.9632
40000,0.964
41000,0.9634
42000,0.9638
43000,0.9628
44000,0.9628
45000,0.9634
46000,0.9644
47000,0.9642
48000,0.9648
49000,0.9652
50000,0.9652
51000,0.965
52000,0.9658
53000,0.967
54000,0.9666
55000,0.9666
56000,0.9686
57000,0.9674
58000,0.9688
59000,0.9684
60000,0.9664
61000,0.966
62000,0.9628
63000,0.9634
64000,0.9634
65000,0.9642
66000,0.9628
67000,0.9622
68000,0.9634
69000,0.9628
70000,0.963
71000,0.9624
72000,0.9616
73000,0.9626
74000,0.9632
75000,0.9626
76000,0.9614
77000,0.9602
78000,0.9598
79000,0.959
80000,0.9602
81000,0.9614
82000,0.9618
83000,0.9622
84000,0.9614
85000,0.9624
86000,0.9628
87000,0.9654
88000,0.9646
89000,0.9638
90000,0.963
91000,0.9638
92000,0.963
93000,0.9636
94000,0.965
95000,0.9636
96000,0.9626
97000,0.9652
98000,0.9648
99000,0.9634
