t,m
0,-0.9912
1000,-0.9926
2000,-0.9924
3000,-0.9918
4000,-0.9914
5000,-0.9918
6000,-0.9912
7000,-0.991
8000,-0.9912
9000,-0.9912
10000,-0.992
11000,-0.9926
12000,-0.9922
13000,-0.9912
14000,-0.991
15000,-0.9908
16000,-0.9906
17000,-0.9898
18000,-0.989
19000,-0.9894
20000,-0.9888
21000,-0.9886
22000,-0.9876
23000,-0.9886
24000,-0.9892
25000,-0.9892
26000,-0.9884
27000,-0.9886
28000,-0.989
29000,-0.9886
30000,-0.9888
31000,-0.9884
32000,-0.9878
33000,-0.9886
34000,-0.9892
35000,-0.9892
36000,-0.99
37000,-0.989
38000,-0.9888
39000,-0.9892
40000,-0.9898
41000,-0.9886
42000,-0.9888
43000,-0.9898
44000,-0.9896
45000,-0.9906
46000,-0.9902
47000,-0.9902
48000,-0.9892
49000,-0.9888
50000,-0.9896
51000,-0.9888
52000,-0.9886
53000,-0.9888
54000,-0.9888
55000,-0.9896
56000,-0.99
57000,-0.9892
58000,-0.9898
59000,-0.9896
60000,-0.9906
61000,-0.9898
62000,-0.9906
63000,-0.9906
64000,-0.9896
65000,-0.9896
66000,-0.9898
67000,-0.9904
68000,-0.9906
69000,-0.9908
70000,-0.9912
71000,-0.9906
72000,-0.9912
73000,-0.9908
74000,-0.9904
75000,-0.9914
76000,-0.991
77000,-0.9922
78000,-0.9922
79000,-0.9924
80000,-0.9912
81000,-0.9914
82000,-0.992
83000,-0.9914
84000,-0.9922
85000,-0.9922
86000,-0.992
87000,-0.9924
88000,-0.9924
89000,-0.9924
90000,-0.991
91000,-0.9906
92000,-0.99
93000,-0.9902
94000,-0.9896
95000,-0.9904
96000,-0.9906
97000,-0.9898
98000,-0.9906
99000,-0.9906
