t,m
0,0.9938
1000,0.9936
2000,0.9928
3000,0.9932
4000,0.994
5000,0.993
6000,0.9934
7000,0.9932
8000,0.9928
9000,0.9926
10000,0.9928
11000,0.9924
12000,0.9936
13000,0.9932
14000,0.9928
15000,0.9936
16000,0.9936
17000,0.9938
18000,0.994
19000,0.9936
20000,0.9936
21000,0.9928
22000,0.9928
23000,0.9928
24000,0.9936
25000,0.9932
26000,0.9932
27000,0.9934
28000,0.993
29000,0.9934
30000,0.9926
31000,0.9924
32000,0.9928
33000,0.993
34000,0.9938
35000,0.994
36000,0.9936
37000,0.9934
38000,0.993
39000,0.993
40000,0.9938
41000,0.9938
42000,0.993
43000,0.9942
44000,0.9944
45000,0.9948
46000,0.9948
47000,0.9946
48000,0.9946
49000,0.9944
50000,0.9942
51000,0.9948
52000,0.995
53000,0.9944
54000,0.9946
55000,0.9942
56000,0.9936
57000,0.9936
58000,0.9938
59000,0.9938
60000,0.9944
61000,0.9952
62000,0.9954
63000,0.9956
64000,0.9958
65000,0.9956
66000,0.9956
67000,0.9952
68000,0.9952
69000,0.9952
70000,0.9944
71000,0.9942
72000,0.9942
73000,0.9934
74000,0.9932
75000,0.9932
76000,0.993
77000,0.9932
78000,0.9932
79000,0.9936
80000,0.9944
81000,0.9946
82000,0.9946
83000,0.9946
84000,0.9944
85000,0.9938
86000,0.994
87000,0.9936
88000,0.9928
89000,0.9934
90000,0.9934
91000,0.9936
92000,0.9934
93000,0.9936
94000,0.9936
95000,0.9934
96000,0.9938
97000,0.9948
98000,0.9952
99000,0.9952
