t,m
0,-0.995
1000,-0.995
2000,-0.9944
3000,-0.9944
4000,-0.994
5000,-0.9938
6000,-0.9938
7000,-0.993
8000,-0.9938
9000,-0.9932
10000,-0.993
11000,-0.994
12000,-0.9942
13000,-0.9942
14000,-0.9942
15000,-0.9942
16000,-0.9942
17000,-0.994
18000,-0.994
19000,-0.9942
20000,-0.9944
21000,-0.9944
22000,-0.9944
23000,-0.9948
24000,-0.9952
25000,-0.9944
26000,-0.9938
27000,-0.9944
28000,-0.994
29000,-0.9936
30000,-0.994
31000,-0.994
32000,-0.994
33000,-0.994
34000,-0.9932
35000,-0.9938
36000,-0.9936
37000,-0.9934
38000,-0.9938
39000,-0.994
40000,-0.9936
41000,-0.9938
42000,-0.9932
43000,-0.9934
44000,-0.9922
45000,-0.9924
46000,-0.9928
47000,-0.9928
48000,-0.9922
49000,-0.993
50000,-0.9924
51000,-0.9922
52000,-0.9926
53000,-0.9928
54000,-0.9926
55000,-0.992
56000,-0.9918
57000,-0.9916
58000,-0.9918
59000,-0.9924
60000,-0.9924
61000,-0.992
62000,-0.993
63000,-0.993
64000,-0.993
65000,-0.993
66000,-0.9922
67000,-0.992
68000,-0.992
69000,-0.9928
70000,-0.9926
71000,-0.9928
72000,-0.9928
73000,-0.9926
74000,-0.9936
75000,-0.9932
76000,-0.9934
77000,-0.9932
78000,-0.9926
79000,-0.9928
80000,-0.9924
81000,-0.9924
82000,-0.9922
83000,-0.993
84000,-0.9938
85000,-0.9942
86000,-0.9936
87000,-0.9928
88000,-0.9926
89000,-0.9926
90000,-0.9918
91000,-0.9912
92000,-0.9914
93000,-0.9918
94000,-0.9916
95000,-0.9922
96000,-0.9928
97000,-0.9934
98000,-0.9934
99000,-0.9936
