t,m
0,-0.996
1000,-0.996
2000,-0.9962
3000,-0.996
4000,-0.9956
5000,-0.9956
6000,-0.996
7000,-0.9954
8000,-0.9958
9000,-0.9956
10000,-0.9962
11000,-0.9968
12000,-0.997
13000,-0.9968
14000,-0.9966
15000,-0.9966
16000,-0.9966
17000,-0.997
18000,-0.9964
19000,-0.9962
20000,-0.9954
21000,-0.995
22000,-0.995
23000,-0.9948
24000,-0.995
25000,-0.9952
26000,-0.9948
27000,-0.9946
28000,-0.994
29000,-0.9942
30000,-0.9944
31000,-0.9938
32000,-0.9936
33000,-0.9934
34000,-0.993
35000,-0.9928
36000,-0.9934
37000,-0.9934
38000,-0.9942
39000,-0.994
40000,-0.9942
41000,-0.9946
42000,-0.9942
43000,-0.9946
44000,-0.995
45000,-0.9952
46000,-0.9954
47000,-0.9946
48000,-0.995
49000,-0.995
50000,-0.9946
51000,-0.9948
52000,-0.9942
53000,-0.9946
54000,-0.9942
55000,-0.994
56000,-0.9942
57000,-0.9942
58000,-0.9948
59000,-0.9954
60000,-0.996
61000,-0.9962
62000,-0.9964
63000,-0.9964
64000,-0.9964
65000,-0.9966
66000,-0.9962
67000,-0.996
68000,-0.9952
69000,-0.9956
70000,-0.9962
71000,-0.9964
72000,-0.996
73000,-0.9958
74000,-0.9952
75000,-0.9952
76000,-0.9946
77000,-0.9948
78000,-0.995
79000,-0.9952
80000,-0.9956
81000,-0.9962
82000,-0.9966
83000,-0.9964
84000,-0.996
85000,-0.9962
86000,-0.9964
87000,-0.9966
88000,-0.997
89000,-0.9972
90000,-0.9978
91000,-0.9976
92000,-0.9978
93000,-0.9976
94000,-0.997
95000,-0.9968
96000,-0.996
97000,-0.9962
98000,-0.9962
99000,-0.9962
