t,m
0,-0.9824
1000,-0.9822
2000,-0.9822
3000,-0.981
4000,-0.979
5000,-0.979
6000,-0.9782
7000,-0.9784
8000,-0.9794
9000,-0.9786
10000,-0.9784
11000,-0.9778
12000,-0.978
13000,-0.9784
14000,-0.9786
15000,-0.9786
16000,-0.9786
17000,-0.9782
18000,-0.977
19000,-0.9762
20000,-0.9766
21000,-0.9764
22000,-0.9786
23000,-0.9764
24000,-0.9754
25000,-0.9754
26000,-0.9752
27000,-0.9748
28000,-0.9746
29000,-0.975
30000,-0.9736
31000,-0.9726
32000,-0.9724
33000,-0.9724
34000,-0.9722
35000,-0.9722
36000,-0.9722
37000,-0.9724
38000,-0.9742
39000,-0.9746
40000,-0.9742
41000,-0.9758
42000,-0.9776
43000,-0.9774
44000,-0.9774
45000,-0.9786
46000,-0.9782
47000,-0.9776
48000,-0.9786
49000,-0.9792
50000,-0.9772
51000,-0.9768
52000,-0.975
53000,-0.9752
54000,-0.976
55000,-0.9748
56000,-0.9742
57000,-0.9746
58000,-0.9766
59000,-0.9776
60000,-0.9778
61000,-0.9796
62000,-0.979
63000,-0.9796
64000,-0.98
65000,-0.9804
66000,-0.9792
67000,-0.9784
68000,-0.978
69000,-0.9782
70000,-0.9782
71000,-0.9768
72000,-0.9756
73000,-0.9758
74000,-0.9766
75000,-0.9766
76000,-0.9776
77000,-0.9782
78000,-0.9782
79000,-0.9766
80000,-0.9778
81000,-0.9786
82000,-0.98
83000,-0.9802
84000,-0.9792
85000,-0.9784
86000,-0.9796
87000,-0.9802
88000,-0.9808
89000,-0.9816
90000,-0.9806
91000,-0.98
92000,-0.9798
93000,-0.9792
94000,-0.98
95000,-0.9804
96000,-0.9806
97000,-0.9798
98000,-0.9792
99000,-0.9784
