t,m
0,-0.997
1000,-0.9968
2000,-0.9966
3000,-0.9968
4000,-0.9966
5000,-0.997
6000,-0.9966
7000,-0.9966
8000,-0.9964
9000,-0.9964
10000,-0.9966
11000,-0.9964
12000,-0.9968
13000,-0.9966
14000,-0.9966
15000,-0.9964
16000,-0.9968
17000,-0.9968
18000,-0.997
19000,-0.997
20000,-0.9974
21000,-0.997
22000,-0.9966
23000,-0.9958
24000,-0.9962
25000,-0.9954
26000,-0.9954
27000,-0.9954
28000,-0.9952
29000,-0.995
30000,-0.9952
31000,-0.9944
32000,-0.9944
33000,-0.9948
34000,-0.9954
35000,-0.9954
36000,-0.9954
37000,-0.9962
38000,-0.9968
39000,-0.9966
40000,-0.9966
41000,-0.9968
42000,-0.9968
43000,-0.9968
44000,-0.9968
45000,-0.9968
46000,-0.9966
47000,-0.9962
48000,-0.9962
49000,-0.996
50000,-0.9954
51000,-0.9958
52000,-0.996
53000,-0.9956
54000,-0.996
55000,-0.9958
56000,-0.9952
57000,-0.995
58000,-0.9952
59000,-0.9958
60000,-0.9958
61000,-0.9954
62000,-0.9954
63000,-0.9954
64000,-0.995
65000,-0.9956
66000,-0.9954
67000,-0.9952
68000,-0.9954
69000,-0.9964
70000,-0.9966
71000,-0.9966
72000,-0.9972
73000,-0.9968
74000,-0.9964
75000,-0.9966
76000,-0.9966
77000,-0.9968
78000,-0.9968
79000,-0.9964
80000,-0.9972
81000,-0.9976
82000,-0.9964
83000,-0.9966
84000,-0.9968
85000,-0.9964
86000,-0.9966
87000,-0.996
88000,-0.996
89000,-0.996
90000,-0.9958
91000,-0.9958
92000,-0.9958
93000,-0.9962
94000,-0.9966
95000,-0.997
96000,-0.997
97000,-0.997
98000,-0.997
99000,-0.9972
