t,m
0,-0.971
1000,-0.9702
2000,-0.9676
3000,-0.9652
4000,-0.9642
5000,-0.965
6000,-0.9652
7000,-0.9662
8000,-0.9662
9000,-0.9672
10000,-0.9676
11000,-0.9682
12000,-0.9674
13000,-0.9674
14000,-0.9688
15000,-0.9678
16000,-0.9648
17000,-0.964
18000,-0.9644
19000,-0.963
20000,-0.9638
21000,-0.964
22000,-0.9642
23000,-0.9638
24000,-0.964
25000,-0.9648
26000,-0.9654
27000,-0.9646
28000,-0.9658
29000,-0.964
30000,-0.9638
31000,-0.9636
32000,-0.9634
33000,-0.9606
34000,-0.961
35000,-0.9632
36000,-0.962
37000,-0.9616
38000,-0.9608
39000,-0.9612
40000,-0.9616
41000,-0.9596
42000,-0.9592
43000,-0.961
44000,-0.9612
45000,-0.9634
46000,-0.963
47000,-0.9608
48000,-0.9602
49000,-0.9606
50000,-0.958
51000,-0.9584
52000,-0.9592
53000,-0.9584
54000,-0.959
55000,-0.9586
56000,-0.9578
57000,-0.9582
58000,-0.9582
59000,-0.9578
60000,-0.9566
61000,-0.9542
62000,-0.9544
63000,-0.9556
64000,-0.956
65000,-0.9568
66000,-0.955
67000,-0.956
68000,-0.9552
69000,-0.956
70000,-0.9548
71000,-0.9542
72000,-0.9552
73000,-0.9552
74000,-0.9548
75000,-0.9558
76000,-0.9576
77000,-0.9564
78000,-0.9572
79000,-0.9564
80000,-0.957
81000,-0.9572
82000,-0.9554
83000,-0.9548
84000,-0.9552
85000,-0.9578
86000,-0.9594
87000,-0.9626
88000,-0.9624
89000,-0.962
90000,-0.9618
91000,-0.9624
92000,-0.9622
93000,-0.9614
94000,-0.9608
95000,-0.961
96000,-0.9596
97000,-0.9578
98000,-0.9576
99000,-0.9568
