t,m
0,0.994
1000,0.9944
2000,0.9942
3000,0.995
4000,0.9952
5000,0.9952
6000,0.9952
7000,0.9952
8000,0.9952
9000,0.9954
10000,0.9958
11000,0.9956
12000,0.9954
13000,0.9954
14000,0.995
15000,0.995
16000,0.9952
17000,0.9948
18000,0.9942
19000,0.994
20000,0.9948
21000,0.9948
22000,0.996
23000,0.996
24000,0.9964
25000,0.996
26000,0.9962
27000,0.9968
28000,0.9968
29000,0.9966
30000,0.9958
31000,0.9966
32000,0.9966
33000,0.9966
34000,0.9964
35000,0.9962
36000,0.9964
37000,0.9966
38000,0.997
39000,0.9972
40000,0.9972
41000,0.9972
42000,0.997
43000,0.9966
44000,0.9972
45000,0.9966
46000,0.997
47000,0.997
48000,0.9968
49000,0.9964
50000,0.9962
51000,0.996
52000,0.9952
53000,0.9954
54000,0.9952
55000,0.9952
56000,0.9956
57000,0.9956
58000,0.9952
59000,0.9952
60000,0.996
61000,0.996
62000,0.9964
63000,0.9964
64000,0.996
65000,0.9962
66000,0.996
67000,0.9968
68000,0.9966
69000,0.9964
70000,0.9964
71000,0.997
72000,0.997
73000,0.9968
74000,0.9976
75000,0.9974
76000,0.997
77000,0.9972
78000,0.9968
79000,0.9972
80000,0.9976
81000,0.9976
82000,0.9974
83000,0.997
84000,0.997
85000,0.9968
86000,0.9966
87000,0.9966
88000,0.9966
89000,0.996
90000,0.9966
91000,0.9964
92000,0.9968
93000,0.9972
94000,0.9976
95000,0.9964
96000,0.9968
97000,0.997
98000,0.997
99000,0.9974
