t,m
0,-0.9954
1000,-0.9954
2000,-0.9954
3000,-0.9956
4000,-0.9956
5000,-0.9958
6000,-0.9956
7000,-0.9956
8000,-0.9954
9000,-0.9952
10000,-0.9956
11000,-0.996
12000,-0.996
13000,-0.9962
14000,-0.9964
15000,-0.996
16000,-0.9962
17000,-0.9952
18000,-0.9954
19000,-0.995
20000,-0.9952
21000,-0.9952
22000,-0.9958
23000,-0.9958
24000,-0.9958
25000,-0.9968
26000,-0.997
27000,-0.9972
28000,-0.9974
29000,-0.9976
30000,-0.9974
31000,-0.9976
32000,-0.9972
33000,-0.9974
34000,-0.9978
35000,-0.9976
36000,-0.9978
37000,-0.9968
38000,-0.9964
39000,-0.996
40000,-0.9962
41000,-0.9966
42000,-0.9968
43000,-0.997
44000,-0.9962
45000,-0.9954
46000,-0.9952
47000,-0.995
48000,-0.9952
49000,-0.9952
50000,-0.9956
51000,-0.995
52000,-0.996
53000,-0.996
54000,-0.9958
55000,-0.9958
56000,-0.9958
57000,-0.9964
58000,-0.996
59000,-0.9962
60000,-0.996
61000,-0.9962
62000,-0.9962
63000,-0.9964
64000,-0.9964
65000,-0.9964
66000,-0.9966
67000,-0.9972
68000,-0.9966
69000,-0.9962
70000,-0.9966
71000,-0.997
72000,-0.9972
73000,-0.997
74000,-0.997
75000,-0.9972
76000,-0.9968
77000,-0.9968
78000,-0.9964
79000,-0.9966
80000,-0.9968
81000,-0.9966
82000,-0.9966
83000,-0.9964
84000,-0.9966
85000,-0.9964
86000,-0.9964
87000,-0.9966
88000,-0.9972
89000,-0.9974
90000,-0.997
91000,-0.997
92000,-0.9966
93000,-0.9962
94000,-0.9962
95000,-0.9966
96000,-0.9966
97000,-0.996
98000,-0.9956
99000,-0.9956
