t,m
0,0.9786
1000,0.9786
2000,0.9782
3000,0.9798
4000,0.9784
5000,0.9784
6000,0.9794
7000,0.9798
8000,0.9798
9000,0.9808
10000,0.9806
11000,0.9804
12000,0.9812
13000,0.981
14000,0.9796
15000,0.9796
16000,0.979
17000,0.9794
18000,0.979
19000,0.979
20000,0.9784
21000,0.978
22000,0.9774
23000,0.978
24000,0.9768
25000,0.9772
26000,0.9784
27000,0.9776
28000,0.9776
29000,0.9782
30000,0.9778
31000,0.9768
32000,0.9776
33000,0.9788
34000,0.9802
35000,0.9796
36000,0.9786
37000,0.9784
38000,0.9784
39000,0.978
40000,0.9772
41000,0.9768
42000,0.9748
43000,0.975
44000,0.9746
45000,0.974
46000,0.9748
47000,0.9738
48000,0.9742
49000,0.974
50000,0.9758
51000,0.975
52000,0.9758
53000,0.9756
54000,0.9756
55000,0.9754
56000,0.9764
57000,0.9764
58000,0.9774
59000,0.9764
60000,0.9766
61000,0.9754
62000,0.9758
63000,0.9764
64000,0.9758
65000,0.9754
66000,0.975
67000,0.9738
68000,0.9738
69000,0.975
70000,0.975
71000,0.9748
72000,0.975
73000,0.9764
74000,0.9782
75000,0.9778
76000,0.9776
77000,0.9776
78000,0.9762
79000,0.9758
80000,0.9742
81000,0.9746
82000,0.9748
83000,0.9754
84000,0.9766
85000,0.9766
86000,0.976
87000,0.9748
88000,0.9732
89000,0.9726
90000,0.9712
91000,0.97
92000,0.9704
93000,0.9704
94000,0.9716
95000,0.9738
96000,0.9722
97000,0.9728
98000,0.9738
99000,0.9754
