t,m
0,0.995
1000,0.9952
2000,0.995
3000,0.9942
4000,0.9942
5000,0.9946
6000,0.9944
7000,0.994
8000,0.9944
9000,0.9948
10000,0.995
11000,0.9952
12000,0.995
13000,0.9952
14000,0.9956
15000,0.9956
16000,0.9946
17000,0.9946
18000,0.994
19000,0.9946
20000,0.9946
21000,0.9948
22000,0.9948
23000,0.995
24000,0.995
25000,0.994
26000,0.9936
27000,0.9934
28000,0.9938
29000,0.9938
30000,0.9932
31000,0.9932
32000,0.9932
33000,0.9932
34000,0.9932
35000,0.9932
36000,0.9932
37000,0.993
38000,0.9934
39000,0.9934
40000,0.9934
41000,0.9934
42000,0.9936
43000,0.9938
44000,0.9942
45000,0.9942
46000,0.9944
47000,0.9936
48000,0.994
49000,0.9944
50000,0.9944
51000,0.9952
52000,0.995
53000,0.9946
54000,0.9952
55000,0.9956
56000,0.9956
57000,0.9956
58000,0.9956
59000,0.995
60000,0.9952
61000,0.995
62000,0.9952
63000,0.995
64000,0.9944
65000,0.9948
66000,0.995
67000,0.9952
68000,0.9954
69000,0.995
70000,0.9954
71000,0.9952
72000,0.9948
73000,0.9944
74000,0.9942
75000,0.9944
76000,0.9944
77000,0.9938
78000,0.9936
79000,0.9942
80000,0.9942
81000,0.9948
82000,0.995
83000,0.9952
84000,0.9954
85000,0.995
86000,0.9946
87000,0.9948
88000,0.995
89000,0.995
90000,0.9954
91000,0.9948
92000,0.9942
93000,0.9946
94000,0.9944
95000,0.9938
96000,0.9938
97000,0.994
98000,0.9928
99000,0.9928
