t,m
0,0.9974
1000,0.9974
2000,0.9974
3000,0.9972
4000,0.997
5000,0.9974
6000,0.9976
7000,0.9972
8000,0.9968
9000,0.9968
10000,0.997
11000,0.997
12000,0.9974
13000,0.998
14000,0.9978
15000,0.9978
16000,0.998
17000,0.9976
18000,0.9974
19000,0.9976
20000,0.9978
21000,0.9976
22000,0.9978
23000,0.9976
24000,0.9974
25000,0.998
26000,0.998
27000,0.998
28000,0.9982
29000,0.9984
30000,0.9982
31000,0.998
32000,0.9976
33000,0.9972
34000,0.9972
35000,0.9974
36000,0.9972
37000,0.9972
38000,0.9966
39000,0.9968
40000,0.997
41000,0.9968
42000,0.9968
43000,0.997
44000,0.997
45000,0.997
46000,0.9974
47000,0.9982
48000,0.9984
49000,0.9982
50000,0.9978
51000,0.9974
52000,0.9974
53000,0.9978
54000,0.9978
55000,0.9972
56000,0.9972
57000,0.997
58000,0.997
59000,0.9968
60000,0.997
61000,0.9968
62000,0.997
63000,0.9972
64000,0.9968
65000,0.9964
66000,0.9962
67000,0.9964
68000,0.9966
69000,0.9968
70000,0.997
71000,0.9974
72000,0.9974
73000,0.9968
74000,0.9964
75000,0.9964
76000,0.9966
77000,0.9966
78000,0.9972
79000,0.998
80000,0.9972
81000,0.9976
82000,0.9978
83000,0.998
84000,0.9982
85000,0.9984
86000,0.9984
87000,0.9984
88000,0.9982
89000,0.9974
90000,0.9976
91000,0.9972
92000,0.997
93000,0.997
94000,0.9972
95000,0.9974
96000,0.9978
97000,0.997
98000,0.997
99000,0.9964
