t,m
0,-0.9942
1000,-0.9936
2000,-0.9932
3000,-0.9942
4000,-0.9944
5000,-0.9946
6000,-0.9948
7000,-0.9942
8000,-0.9944
9000,-0.9942
10000,-0.9944
11000,-0.994
12000,-0.9938
13000,-0.9948
14000,-0.995
15000,-0.9952
16000,-0.9952
17000,-0.9958
18000,-0.9956
19000,-0.9956
20000,-0.9962
21000,-0.9962
22000,-0.9956
23000,-0.9954
24000,-0.9962
25000,-0.9962
26000,-0.9956
27000,-0.9954
28000,-0.9952
29000,-0.9954
30000,-0.9946
31000,-0.994
32000,-0.9942
33000,-0.9946
34000,-0.995
35000,-0.9954
36000,-0.996
37000,-0.9962
38000,-0.996
39000,-0.9954
40000,-0.9958
41000,-0.9958
42000,-0.996
43000,-0.9962
44000,-0.9964
45000,-0.9964
46000,-0.9962
47000,-0.996
48000,-0.996
49000,-0.9962
50000,-0.9962
51000,-0.996
52000,-0.9958
53000,-0.9954
54000,-0.9958
55000,-0.996
56000,-0.996
57000,-0.9962
58000,-0.9952
59000,-0.9952
60000,-0.9956
61000,-0.9958
62000,-0.9946
63000,-0.9956
64000,-0.9948
65000,-0.995
66000,-0.996
67000,-0.9962
68000,-0.9964
69000,-0.9964
70000,-0.9958
71000,-0.9962
72000,-0.9968
73000,-0.9962
74000,-0.9956
75000,-0.9954
76000,-0.9956
77000,-0.9958
78000,-0.9956
79000,-0.9956
80000,-0.9954
81000,-0.9946
82000,-0.9948
83000,-0.995
84000,-0.9948
85000,-0.9948
86000,-0.9952
87000,-0.996
88000,-0.9964
89000,-0.9968
90000,-0.9964
91000,-0.9966
92000,-0.9966
93000,-0.9966
94000,-0.9966
95000,-0.9962
96000,-0.9962
97000,-0.9962
98000,-0.9962
99000,-0.996
