t,m
0,0.092
1000,0.0868
2000,0.077
3000,0.0666
4000,0.0582
5000,0.0502
6000,0.0412
7000,0.0296
8000,0.0218
9000,0.0178
10000,0.0068
11000,-0.0048
12000,-0.0122
13000,-0.022
14000,-0.0288
15000,-0.0392
16000,-0.0446
17000,-0.0522
18000,-0.062
19000,-0.072
20000,-0.0796
21000,-0.091
22000,-0.0956
23000,-0.1036
24000,-0.1118
25000,-0.1228
26000,-0.1328
27000,-0.1446
28000,-0.153
29000,-0.1638
30000,-0.1692
31000,-0.18
32000,-0.1926
33000,-0.201
34000,-0.2096
35000,-0.2148
36000,-0.2262
37000,-0.2406
38000,-0.2504
39000,-0.2592
40000,-0.2686
41000,-0.275
42000,-0.281
43000,-0.29
44000,-0.2976
45000,-0.3038
46000,-0.3166
47000,-0.3244
48000,-0.334
49000,-0.3462
50000,-0.357
51000,-0.3592
52000,-0.3668
53000,-0.374
54000,-0.3838
55000,-0.3958
56000,-0.4036
57000,-0.416
58000,-0.4268
59000,-0.4348
60000,-0.4394
61000,-0.4462
62000,-0.456
63000,-0.467
64000,-0.4786
65000,-0.4878
66000,-0.4972
67000,-0.5036
68000,-0.508
69000,-0.5182
70000,-0.5262
71000,-0.5362
72000,-0.5418
73000,-0.5478
74000,-0.5576
75000,-0.5634
76000,-0.5768
77000,-0.5832
78000,-0.5912
79000,-0.599
80000,-0.6016
81000,-0.6108
82000,-0.616
83000,-0.6226
84000,-0.6274
85000,-0.6362
86000,-0.642
87000,-0.6484
88000,-0.6538
89000,-0.6576
90000,-0.663
91000,-0.669
92000,-0.6722
93000,-0.6784
94000,-0.6826
95000,-0.6878
96000,-0.6916
97000,-0.7008
98000,-0.7032
99000,-0.7112
