t,m
0,-0.9968
1000,-0.9958
2000,-0.9966
3000,-0.9968
4000,-0.997
5000,-0.9968
6000,-0.997
7000,-0.997
8000,-0.9964
9000,-0.9964
10000,-0.996
11000,-0.9956
12000,-0.9952
13000,-0.9958
14000,-0.9956
15000,-0.9954
16000,-0.9956
17000,-0.9956
18000,-0.9962
19000,-0.996
20000,-0.996
21000,-0.996
22000,-0.9968
23000,-0.9968
24000,-0.9968
25000,-0.997
26000,-0.9968
27000,-0.9966
28000,-0.9962
29000,-0.9958
30000,-0.996
31000,-0.9958
32000,-0.996
33000,-0.9968
34000,-0.9966
35000,-0.9964
36000,-0.9966
37000,-0.9964
38000,-0.9966
39000,-0.9966
40000,-0.9962
41000,-0.9958
42000,-0.9958
43000,-0.9956
44000,-0.9964
45000,-0.9966
46000,-0.9966
47000,-0.997
48000,-0.9974
49000,-0.997
50000,-0.9962
51000,-0.9966
52000,-0.9966
53000,-0.9968
54000,-0.9964
55000,-0.9966
56000,-0.9966
57000,-0.9964
58000,-0.9962
59000,-0.9952
60000,-0.995
61000,-0.9956
62000,-0.9964
63000,-0.9962
64000,-0.9966
65000,-0.9968
66000,-0.9964
67000,-0.9962
68000,-0.9962
69000,-0.996
70000,-0.996
71000,-0.996
72000,-0.9962
73000,-0.9968
74000,-0.9968
75000,-0.9964
76000,-0.9972
77000,-0.9974
78000,-0.9972
79000,-0.9966
80000,-0.996
81000,-0.9964
82000,-0.9964
83000,-0.9968
84000,-0.9972
85000,-0.9972
86000,-0.9968
87000,-0.997
88000,-0.997
89000,-0.9968
90000,-0.9962
91000,-0.9968
92000,-0.997
93000,-0.997
94000,-0.9964
95000,-0.9966
96000,-0.9962
97000,-0.9964
98000,-0.9962
99000,-0.9964
