t,m
0,-0.2116
1000,-0.2016
2000,-0.1974
3000,-0.1884
4000,-0.1808
5000,-0.1692
6000,-0.1612
7000,-0.1534
8000,-0.1496
9000,-0.1436
10000,-0.134
11000,-0.1312
12000,-0.1248
13000,-0.1144
14000,-0.11
15000,-0.1016
16000,-0.0952
17000,-0.0872
18000,-0.0802
19000,-0.0678
20000,-0.0604
21000,-0.0532
22000,-0.044
23000,-0.0356
24000,-0.027
25000,-0.0186
26000,-0.012
27000,-0.0032
28000,0.0046
29000,0.0144
30000,0.0226
31000,0.0324
32000,0.042
33000,0.0524
34000,0.0592
35000,0.0722
36000,0.0836
37000,0.0916
38000,0.1016
39000,0.1138
40000,0.124
41000,0.1268
42000,0.1358
43000,0.1402
44000,0.1438
45000,0.1496
46000,0.1572
47000,0.168
48000,0.1824
49000,0.19
50000,0.1968
51000,0.211
52000,0.221
53000,0.2294
54000,0.2394
55000,0.2466
56000,0.257
57000,0.2626
58000,0.2724
59000,0.2794
60000,0.287
61000,0.2986
62000,0.3102
63000,0.3148
64000,0.3248
65000,0.3324
66000,0.3386
67000,0.3446
68000,0.3516
69000,0.3622
70000,0.372
71000,0.3808
72000,0.3886
73000,0.3998
74000,0.4074
75000,0.4132
76000,0.4236
77000,0.4308
78000,0.4388
79000,0.4508
80000,0.4568
81000,0.4618
82000,0.4686
83000,0.4796
84000,0.4852
85000,0.4938
86000,0.4986
87000,0.5058
88000,0.5134
89000,0.5214
90000,0.5302
91000,0.539
92000,0.5496
93000,0.5554
94000,0.5588
95000,0.564
96000,0.5692
97000,0.574
98000,0.5792
99000,0.5878
