t,m
0,0.9604
1000,0.9588
2000,0.9598
3000,0.961
4000,0.9586
5000,0.9552
6000,0.954
7000,0.9538
8000,0.9552
9000,0.9556
10000,0.9562
11000,0.9548
12000,0.9552
13000,0.953
14000,0.9546
15000,0.9538
16000,0.9536
17000,0.9542
18000,0.9534
19000,0.9522
20000,0.9522
21000,0.9506
22000,0.9504
23000,0.9494
24000,0.9498
25000,0.9496
26000,0.948
27000,0.9458
28000,0.9472
29000,0.9488
30000,0.9484
31000,0.948
32000,0.9474
33000,0.9482
34000,0.9482
35000,0.947
36000,0.9432
37000,0.9416
38000,0.9408
39000,0.9424
40000,0.9412
41000,0.9408
42000,0.9416
43000,0.9428
44000,0.9438
45000,0.9452
46000,0.9456
47000,0.9444
48000,0.9438
49000,0.943
50000,0.9424
51000,0.9426
52000,0.9424
53000,0.943
54000,0.943
55000,0.9456
56000,0.9446
57000,0.9438
58000,0.9458
59000,0.9468
60000,0.9462
61000,0.9464
62000,0.9482
63000,0.948
64000,0.948
65000,0.9464
66000,0.9464
67000,0.947
68000,0.9474
69000,0.9474
70000,0.9484
71000,0.9454
72000,0.9448
73000,0.9422
74000,0.943
75000,0.9436
76000,0.945
77000,0.9458
78000,0.9452
79000,0.9452
80000,0.9448
81000,0.9436
82000,0.9434
83000,0.9452
84000,0.9446
85000,0.9442
86000,0.9442
87000,0.9438
88000,0.9416
89000,0.944
90000,0.9448
91000,0.9458
92000,0.9456
93000,0.9452
94000,0.9454
95000,0.9448
96000,0.9456
97000,0.9428
98000,0.9406
99000,0.9408
