t,m
0,-0.9506
1000,-0.949
2000,-0.9468
3000,-0.9464
4000,-0.9476
5000,-0.9476
6000,-0.9472
7000,-0.9466
8000,-0.9442
9000,-0.9416
10000,-0.9396
11000,-0.94
12000,-0.9418
13000,-0.9438
14000,-0.9432
15000,-0.9436
16000,-0.9418
17000,-0.9386
18000,-0.9388
19000,-0.9412
20000,-0.9408
21000,-0.942
22000,-0.9412
23000,-0.9408
24000,-0.9426
25000,-0.9428
26000,-0.9408
27000,-0.9412
28000,-0.9408
29000,-0.9394
30000,-0.9368
31000,-0.936
32000,-0.9368
33000,-0.9352
34000,-0.9372
35000,-0.9372
36000,-0.9378
37000,-0.9382
38000,-0.938
39000,-0.9386
40000,-0.9376
41000,-0.9346
42000,-0.934
43000,-0.9342
44000,-0.9358
45000,-0.9352
46000,-0.936
47000,-0.9354
48000,-0.9354
49000,-0.9378
50000,-0.9374
51000,-0.9384
52000,-0.937
53000,-0.9354
54000,-0.9358
55000,-0.9348
56000,-0.9352
57000,-0.9354
58000,-0.938
59000,-0.9394
60000,-0.9386
61000,-0.9384
62000,-0.9346
63000,-0.9346
64000,-0.9336
65000,-0.9338
66000,-0.9336
67000,-0.9334
68000,-0.9312
69000,-0.9296
70000,-0.9294
71000,-0.9306
72000,-0.93
73000,-0.9328
74000,-0.931
75000,-0.9322
76000,-0.9332
77000,-0.9332
78000,-0.933
79000,-0.931
80000,-0.9284
81000,-0.928
82000,-0.928
83000,-0.9284
84000,-0.9304
85000,-0.93
86000,-0.93
87000,-0.9308
88000,-0.928
89000,-0.929
90000,-0.9276
91000,-0.926
92000,-0.9258
93000,-0.9244
94000,-0.9268
95000,-0.9256
96000,-0.9272
97000,-0.9248
98000,-0.923
99000,-0.9244
